 	sta	seduta	nel	giardino	</S>
s	0.039150210379	0.397184419231	0.04870006645	0.0320157455	0.482949588558
t	0.299985660126	0.45905999641	0.0589593094833	0.0209715981333	0.161023449483
è	0.392172286709	0.50649235547	0.0403607918278	0.00722507340443	0.053749517176
i	0.162155252296	0.564868071823	0.252152921943	0.00281199249481	0.0180117977587
k	0.055448058492	0.383559560608	0.389966267314	0.162993169798	0.00803295099623
a	0.0430579624973	0.491084970203	0.244082559105	0.216994333399	0.00478017229208
s	0.0379800298324	0.473004810068	0.159708346368	0.325930321266	0.00337648825736
i	0.0159134036108	0.473178540023	0.145168652123	0.362730824555	0.00300856458579
m	0.00924940987027	0.485699763341	0.140014430708	0.361283978985	0.0037523630286
m	0.17319648529	0.255210801114	0.199639730236	0.368144226995	0.00380873057453
è	0.227908182563	0.404775900371	0.215026218745	0.145089826332	0.00719989475651
n	0.0770985742237	0.440206021457	0.206704364915	0.265439202111	0.0105518491188
i	0.0260391051239	0.328327315152	0.204296534972	0.362865904037	0.0784711109063
s	0.0090784694713	0.321164885051	0.149358754991	0.417978704679	0.102419136635
t	0.00909818177377	0.199037749684	0.236391471664	0.517148734893	0.0383238240783
o	0.00906374084792	0.146215577895	0.240656574888	0.414157494964	0.189906586893
n	0.00311018336597	0.128400292632	0.123192489296	0.500872581655	0.244424437964
g	0.00236079641532	0.0876155408773	0.131296753099	0.686552903885	0.0921739696547
h	0.00734503893844	0.0608864069591	0.229834481033	0.665001557962	0.0369324798016
i	0.00773653787015	0.0429167449864	0.198867154678	0.445369090987	0.305110468517
a	0.00258208018455	0.0264515423288	0.329995529226	0.203349841329	0.437621036172
r	0.000883345702017	0.0220527617763	0.376135700742	0.338243899776	0.262684332057
d	0.00150340723734	0.0172652669254	0.159149774581	0.616296549925	0.205785037352
ì	0.00169111220325	0.0164351856418	0.0889459771937	0.606239546642	0.286688199117
n	0.000572020686217	0.0130035390806	0.0395287197312	0.642924562214	0.303971181372
o	0.000196494321	0.0064558080602	0.0161194167771	0.526935536071	0.450292775457
</S>	9.8285007392e-05	0.0033648957801	0.00844346118855	0.291981641036	0.696111737728
