 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.34314225738	0.12911146877	0.02689611084	0.001166954865	0.0001130485545	0.0085080703445	0.0051173786455	0.0139449766438	0.00149985340685	0.00921676536245	0.0512599169774	0.234263350086	0.175759775281
n	0.346923928793	0.188570476257	0.116887264947	0.171876451788	5.61317245e-05	0.00290418900117	0.0038505334455	0.00465103842312	0.00703845574018	0.00346866016245	0.0170963328338	0.0780885051475	0.0585879932178
ì	0.324985542598	0.214583172086	0.158772014982	0.233677649263	7.63874715e-05	0.00109025173372	0.0035051389585	0.00155470696361	0.00892278784673	0.00156291356882	0.0057085008731	0.0260302235514	0.0195307325524
c	0.321225170533	0.320544894029	0.0935604716607	0.146615261754	0.0005396527305	0.00927363298791	0.0177246813295	0.0014927441311	0.0593516785489	0.0115937265709	0.0025931658632	0.00895390809112	0.00653103243727
h	0.120553855178	0.302781746676	0.260505690554	0.164094667251	0.00439465427683	0.019477994996	0.0233122985765	0.0029862061437	0.0788728368496	0.016001505557	0.0015569490224	0.00326188025965	0.00219971440376
e	0.047528571626	0.170536670892	0.417486293518	0.282818562417	0.00522351720161	0.0140445471303	0.00976804935883	0.00251748631557	0.0404496776165	0.00727745705233	0.000525344761467	0.00108782084493	0.00073600521412
n	0.0171483825187	0.0920600126307	0.285411225839	0.409192744139	0.00194422907654	0.00601601560843	0.0259197501529	0.00119088013952	0.149093457206	0.00997108885078	0.000630470973156	0.00111085307741	0.000310870419573
d	0.0094587385829	0.0547596798769	0.219306736613	0.316704879713	0.0153335979255	0.130844456303	0.036919491051	0.0229182824798	0.179166025069	0.0126185812836	0.000682504966052	0.00111861894824	0.000168372999958
i	0.00776420082763	0.061050899959	0.222947062204	0.362158471571	0.0198338284418	0.171551656201	0.0213787626837	0.0299654158933	0.0914603076897	0.0111357337612	0.000310560120351	0.00038010672318	6.29541284193e-05
s	0.00359130574921	0.0482168803197	0.162897629401	0.490929563857	0.00719867774727	0.0696011395003	0.0738089988946	0.0117673010978	0.0920707892299	0.0346799009204	0.00409022339678	0.000983491225727	0.00016405218114
ò	0.00321808218974	0.0567199837732	0.1125228118	0.553504694619	0.00288232038242	0.0359896549668	0.0954945796315	0.00567921978927	0.0818344357433	0.0454212149735	0.00536284244893	0.00117889297031	0.000191250552267
n	0.00300883918808	0.0553805771577	0.0695697049333	0.429659703873	0.00134258104414	0.0196999211223	0.0657153598772	0.00519578628642	0.308272791248	0.0318367493245	0.00371865489964	0.0062871015185	0.000312229769309
t	0.00115661737753	0.0195723271859	0.0292830076444	0.157164836958	0.00935386759805	0.213030018041	0.0592905066257	0.0990497030955	0.368740614016	0.0314769241082	0.00353478583321	0.00799391785183	0.000352869870136
a	0.000705876415843	0.0155886056286	0.0324925765481	0.218905688986	0.011805582316	0.270868594264	0.0444782142086	0.127303046342	0.210544664939	0.0605637760361	0.0037028588444	0.00289157276294	0.000148935898745
o	0.000414012773948	0.0170747222095	0.033726543516	0.267096289662	0.004361548822	0.093416230338	0.0518570414029	0.0435677566573	0.40155971498	0.0784803403454	0.00704463508147	0.00126543636431	0.000135765887915
a	0.000191529943316	0.0189316867365	0.023942094172	0.192783739887	0.001973855784	0.0355603621127	0.0741710551343	0.0159543602524	0.555663218327	0.0696786284485	0.0103690100272	0.000593100058103	0.000187396722638
d	0.000125819922772	0.0169962928788	0.022623426724	0.157275680962	0.001319395338	0.0462723120376	0.102907375045	0.0148022348841	0.535235319442	0.0730394928162	0.0178558660091	0.011120644646	0.000426106304213
e	6.6831342924e-05	0.00868998849293	0.0174769832413	0.285221734654	0.00108306933933	0.0524785916792	0.093169534015	0.0149109667947	0.396948613147	0.0979209509387	0.0169920073364	0.0146188613353	0.000421814715904
r	4.77826029747e-05	0.00629524073098	0.0189435164138	0.368153198218	0.000675045519777	0.0327420215597	0.0967765936717	0.0102007930982	0.259914161049	0.119563330313	0.0357828464455	0.0499510825651	0.000954345403135
f	6.20957959916e-05	0.00436633741033	0.0201830708046	0.189694083739	0.00653859218659	0.221522127187	0.100489000224	0.0784614460327	0.183043107016	0.0907923134377	0.0420099443818	0.0617077428384	0.00113012284555
ò	0.000267529548664	0.00508696330344	0.0138341246015	0.129978268913	0.00835055482886	0.275352198062	0.0686853980747	0.0976256262109	0.258415572339	0.0949491644792	0.0188436030273	0.0272104295961	0.00140056922635
m	0.00112554608289	0.0173247391011	0.0996524962005	0.196695469638	0.00348269370962	0.108826350687	0.0693850366916	0.0423159362703	0.293259884113	0.0926459304931	0.0206181590091	0.052303756532	0.00236399227545
m	0.00132520797763	0.0187846313804	0.126791389167	0.159208636513	0.00279519636987	0.217520935896	0.0637029472305	0.148025325423	0.122370908438	0.0610669591644	0.0225485613364	0.0541967575107	0.0016625578045
u	0.000582162884543	0.0069299813068	0.0430681939557	0.067761316471	0.00192831452662	0.238753010922	0.0604870390768	0.174296016108	0.111771509879	0.184428796388	0.0561296567788	0.0506453578369	0.00321864931418
o	0.000202160308848	0.0029564233156	0.0148531519519	0.039759143157	0.00072784752554	0.0842135379307	0.0880512030256	0.0611514450027	0.236486176626	0.306904392129	0.104870728926	0.053872787279	0.00595097530473
n	7.7527257616e-05	0.0015363674852	0.00692176315063	0.0268834960523	0.000351764338513	0.0344462424436	0.0911967643419	0.0246146699342	0.301514845542	0.228326074043	0.0981783829753	0.17784060376	0.00811148730158
ì	3.4917242372e-05	0.000923437355067	0.00417785615021	0.0242364490174	0.000152112674171	0.0165015551145	0.0771895114473	0.0106699570114	0.279443208514	0.280955874681	0.0749482076584	0.223834936253	0.00693197736719
