 	dovevo	comprare	il	pane	</S>
ì	0.487674264522	0.0028278235655	0.002348887595	0.01044031115	0.4967087366
c	0.820115334841	0.00285210676183	0.00235327653833	0.00851210311667	0.166167207233
h	0.613090381614	0.268296266494	0.0394399060528	0.0232784041056	0.055895065991
a	0.544894850538	0.356788797977	0.0518033694443	0.0276662324759	0.0188467775577
n	0.553003900179	0.159611428471	0.0657485539081	0.215102786599	0.0065333318999
a	0.532350916726	0.113419401157	0.072164111136	0.2791797117	0.00288587149997
a	0.659029038909	0.0597843860523	0.0316022388787	0.1398207534	0.109763617933
f	0.394631101303	0.0585870360174	0.0939910449596	0.306625274467	0.146165559511
o	0.367987622101	0.0954879386725	0.11520630332	0.367806078156	0.053512048037
r	0.379884747367	0.0777226872242	0.07911531944	0.440020922719	0.0232562793457
à	0.164960484122	0.0322772064081	0.0614325030467	0.724572807573	0.0167569711152
s	0.0968900780407	0.013996565136	0.0640979842489	0.810413982524	0.0146014120384
o	0.0867864976802	0.00874782357867	0.065141205983	0.570576630841	0.268747859679
t	0.121168855893	0.00700050905956	0.0462205182277	0.465610186947	0.35999993556
o	0.119888040298	0.00549931370652	0.0393801641092	0.415643595649	0.419588894187
t	0.144641411766	0.00665187492217	0.0349583394031	0.368623155216	0.445125211396
s	0.151395668255	0.0303021439741	0.0795156514677	0.575173561739	0.163612953565
o	0.0633582127183	0.0334797229464	0.0726971126159	0.443456694446	0.387008234288
m	0.339946133206	0.0125032666038	0.026313156732	0.160508291349	0.460729166463
ì	0.434913929735	0.00550687375837	0.0108487864404	0.0738281731163	0.474902277188
</S>	0.222014962867	0.00275375821484	0.00542802391485	0.0509499215581	0.718853358594
