 	ho	cosa	a	fare	</S>
è	0.118891706564	0.188876489796	0.014010798955	0.208869115	0.46935185865
c	0.182622355521	0.300456446599	0.0224884633183	0.333672871667	0.160759855983
h	0.151458563174	0.4046689822	0.116215214439	0.269719371889	0.0579378733277
o	0.112345879058	0.6149098774	0.147127295813	0.104321796296	0.0212951567759
t	0.0988477630193	0.540448439133	0.279626939604	0.0725921930987	0.0084846711053
i	0.102326107673	0.428314393044	0.393105926535	0.0699120610329	0.00634151604843
k	0.087135395891	0.368907584348	0.413107988845	0.124573440344	0.00627561394948
à	0.0469954896303	0.192967534783	0.409909176282	0.306862806781	0.0432650060832
i	0.0237494782601	0.119156609594	0.222902182094	0.571803258927	0.0623884723611
</S>	0.0121337202051	0.076372671797	0.139401306047	0.729610914464	0.0424814046805
