 	vuole	andare	a	Lecce	</S>
i	0.491307418679	0.007806251801	0.000244548525	0.0018726196	0.498769189639
t	0.51822578956	0.310238011934	0.00240952524167	0.00285033893333	0.166276375734
è	0.49685013652	0.440047205978	0.00308629008056	0.00456929007778	0.0554470767437
l	0.481124464173	0.206911209326	0.192067865527	0.101171328926	0.0187251070419
i	0.458601416724	0.139583805109	0.259215747509	0.135723772642	0.0068752504373
n	0.433516331241	0.11004574437	0.18349182817	0.269332647214	0.0036134328791
a	0.33102203608	0.14504513079	0.181726326057	0.338186822405	0.0040196647597
p	0.297602980627	0.144228685263	0.148995798686	0.405686704135	0.00348582105323
à	0.123629735476	0.0953769400877	0.115440487229	0.663582001378	0.00197084495108
i	0.0645006960587	0.0726751343742	0.043748205033	0.817680020459	0.00139595264036
L	0.0386368152529	0.12899302247	0.0335972816343	0.797984793486	0.000788083336787
u	0.0323171710843	0.17871925749	0.0464621322114	0.641775184495	0.100726264146
p	0.0134762619714	0.0907522795133	0.0434150974038	0.717927731498	0.134428653715
p	0.0047161741338	0.0953993935211	0.282644299135	0.571021006499	0.0462191595717
ì	0.0022759930446	0.097894748007	0.351146416922	0.4062207815	0.142462062524
u	0.0013188985202	0.0337794886617	0.117386834961	0.6724043805	0.175110381641
n	0.000751389312067	0.0151145060466	0.265006903764	0.614344040167	0.104783178014
a	0.000559066728689	0.00984985734887	0.315206783255	0.334343216722	0.340041082671
</S>	0.000321366151344	0.00638420067444	0.159263794628	0.273782023361	0.560248591335
