 	vuole	vuole	mangiato	caldo	</S>
t	0.203551384804	0.258011556423	0.037456635715	0.00519387835	0.49578657862
è	0.394300894935	0.400435458808	0.0375181947717	0.00219586743106	0.165549586203
l	0.356243778312	0.436576976269	0.139818574457	0.00240609072475	0.0649545529843
i	0.264165126104	0.52188529209	0.176490423486	0.00248691282492	0.0349722084948
t	0.203454391368	0.40183829603	0.368857026495	0.00992696219164	0.0159232668316
è	0.223935509789	0.312678947343	0.441046258832	0.0124406848905	0.00989857294387
l	0.23834412493	0.307668073781	0.426987872944	0.0190643781235	0.00793557448129
i	0.113185249977	0.361863982594	0.455886540981	0.0232274577078	0.0458367908271
f	0.0622161753257	0.348058271198	0.435425660327	0.0940223725693	0.0602775252757
a	0.0300236084419	0.203905827399	0.527215333442	0.12575426419	0.113100916759
m	0.022088540814	0.155294384633	0.412791844481	0.280285838063	0.12953933942
è	0.0145672881713	0.114210643711	0.452623804827	0.325863382688	0.0927348503067
n	0.0069182725121	0.0994563559037	0.390770613942	0.403256564229	0.0995981567689
o	0.00240874648237	0.0476607379679	0.160262016981	0.434814875076	0.354853598923
t	0.00396776525079	0.036840820656	0.13147217566	0.404899662025	0.422819564641
r	0.00544114691693	0.0230731536187	0.252789218553	0.574210387342	0.14448608298
e	0.00285036358898	0.0108517118062	0.231296178851	0.385795271114	0.369206467427
m	0.00377803697966	0.0082877555354	0.115383645617	0.427121435705	0.445429157709
m	0.00794007415989	0.0069534374118	0.287302055206	0.547785298568	0.150019206836
ò	0.00652740904763	0.00473959630393	0.319090415735	0.301717217523	0.367925411312
</S>	0.00329271876532	0.00339035715196	0.171061533868	0.161486335762	0.660769075656
