 	che	non	li	aspetiamo	</S>
n	0.107697490031	0.282287404761	0.0588080868435	0.0594367635	0.4917702295
a	0.139974193344	0.460069371587	0.181491275614	0.0515073442667	0.166957793067
m	0.113564544448	0.548264743862	0.263469751871	0.0183687480222	0.0563322048057
i	0.0876434891493	0.682333114621	0.20241186729	0.00739680045073	0.0202147685852
t	0.0516828353831	0.661613348207	0.240662105763	0.0312208844269	0.0148208529617
u	0.048395751461	0.631032259402	0.262971621921	0.0418296141423	0.0157707078206
s	0.0442177451537	0.499334286467	0.14973332064	0.291284177381	0.0154304161069
m	0.280053811385	0.255501665489	0.0768052175467	0.376305844127	0.0113333984256
ì	0.358173535128	0.181986198496	0.312859023182	0.137026664709	0.00995450553187
n	0.123389689343	0.120842378165	0.497045841061	0.242510869903	0.016211164844
o	0.0417420719477	0.0714164883883	0.294359861354	0.319023183301	0.273458348281
m	0.0444305098492	0.124800453129	0.140289044785	0.335718587767	0.354761367627
e	0.0451490076931	0.13883730171	0.0947344989283	0.391750429256	0.329528720742
</S>	0.0228301454615	0.077176326855	0.0778083604642	0.344023864628	0.478161260371
