 	il	lenzuolo	vuole	lavato	</S>
o	2.755382821e-05	0.340214793555	0.159530975259	0.001503882705	0.49872277617
p	0.000156719144737	0.525636464518	0.30721928842	0.000559680577	0.166427846573
l	0.0114441107382	0.420281281506	0.445459152807	0.0671418868643	0.0556735924177
a	0.0154643023794	0.437199087169	0.438648657602	0.0893698741314	0.0193180780959
ù	0.00554176388201	0.523378789056	0.434146275867	0.0298565217419	0.00707661499863
n	0.00243294951621	0.335315870352	0.355919036956	0.302623929102	0.00370819549954
a	0.00394619143874	0.328802070784	0.254767270652	0.400639502367	0.0118449321665
t	0.00466171581291	0.331522113595	0.217755770217	0.431281303456	0.0147790453888
è	0.0023809760593	0.259038551198	0.258465606739	0.438630685819	0.0414841397963
l	0.0017874183081	0.306778950399	0.336272092246	0.30477812994	0.0503833800654
i	0.0016017909227	0.242652420133	0.330192750749	0.263397550647	0.162155468822
p	0.000731979394233	0.244533066711	0.356836123583	0.193810937549	0.204087882607
l	0.00105232076474	0.202441708004	0.227090604628	0.49507546585	0.074339900479
i	0.00100699526991	0.0757983641013	0.102849644976	0.497752362617	0.32259263677
m	0.0024119142383	0.0727879757004	0.0749367183253	0.440322181539	0.409541188257
è	0.00287680512011	0.0759652585668	0.114120299442	0.42135566168	0.385681948752
n	0.000992655225378	0.0485110518556	0.123484826481	0.39137637506	0.435635066251
o	0.000364598136426	0.0275023054185	0.0541352851603	0.380857346553	0.537140412084
</S>	0.000182303443163	0.0143935684092	0.0311301120801	0.191106375577	0.763187581042
