 	non	ho	dove	d	andare	</S>
e	0.27116841499	0.197457071543	0.0242626682335	0.00716645668	0.056871147555	0.443074257543
n	0.27637939033	0.242354253848	0.261973896078	0.0522966008933	0.0192680296217	0.147727875672
è	0.123299255443	0.282921887949	0.431926312026	0.105817153631	0.00675691642057	0.049278474738
c	0.072287180481	0.31653069265	0.367716294009	0.223193744544	0.00383201062019	0.016440041544
h	0.0456949004937	0.320284950883	0.391820811336	0.233046329848	0.00289350732673	0.00625950782733
o	0.0322049344646	0.278032604961	0.579876160445	0.105822411616	0.00111461908891	0.00294926409244
p	0.0115229789715	0.126888382987	0.697633406815	0.144597000539	0.0180239318896	0.00133425898081
u	0.00545294760717	0.0800526176623	0.701612042272	0.186961833513	0.0246094610299	0.00131108842694
è	0.00353186526906	0.0649243765541	0.526596030757	0.393209544504	0.0102683182433	0.00146989180898
n	0.00377473705635	0.047391210518	0.255246926919	0.434851965501	0.253340878914	0.00539432436966
a	0.00379732261878	0.038047298506	0.220246138973	0.3660940625	0.359229816305	0.0125854167899
p	0.00159350412626	0.030510672502	0.329661479658	0.442455664167	0.182558970435	0.0132197525966
à	0.00063384790842	0.0190642885673	0.284797298219	0.565110174722	0.121427918478	0.00896646236553
o	0.000217057833807	0.00797288972243	0.111514553073	0.772304424907	0.0664191596593	0.0415719006218
</S>	0.000112804893903	0.00524918706121	0.0727843845365	0.809345262454	0.0366115300796	0.0758968333109
