 	non	ho	cosa	a	fare	</S>
e	0.34006965764	0.113071935794	0.0320462214625	0.0121902806	0.0505417288	0.45208017115
n	0.354042582547	0.247301001931	0.167310897154	0.0580997202	0.0220269288	0.15121881825
è	0.151329863182	0.321969713977	0.366543305718	0.0960696167333	0.0132118926667	0.0508755371367
c	0.0744544640607	0.264990871326	0.513863308573	0.114953752244	0.0146886572889	0.0170489512989
h	0.0391061500202	0.232524580442	0.592444076191	0.111179593415	0.0150084146296	0.00973720073297
o	0.0235745068067	0.213204006814	0.683011002064	0.062215560805	0.0095822747432	0.00841265997766
t	0.0151234960689	0.153651215605	0.553539840688	0.215493947268	0.0575553625811	0.00463617285922
i	0.0163917573563	0.181326418535	0.388988806896	0.308410015756	0.085417706527	0.0194653120864
k	0.0206579004521	0.191975846178	0.324855728965	0.305640161919	0.130041444509	0.0268289158621
à	0.0173083665307	0.111573512393	0.163803935322	0.311301043973	0.332015981503	0.0639971511207
i	0.00603266411857	0.0464685804643	0.0920971981073	0.179156954658	0.572713927168	0.103530660374
</S>	0.00305304690179	0.0259863692321	0.0730549700536	0.123263187329	0.677476063584	0.097166345187
