 	volevo	Maria	domani	di	venire	da	me	</S>
ì	1.5865262715e-05	0.491629247555	0.0083275385905	7.0377007e-05	0.00028322794	0.00118582628438	0.0400940954075	0.458393850036
t	0.302058792094	0.497659891185	0.0127267958635	0.00958386670367	0.00554415354	0.00481121608438	0.0145949527408	0.153020334656
e	0.487789750698	0.309870285728	0.0769784602878	0.0507024015679	0.01108000918	0.00624825082813	0.00609708307527	0.051233767282
l	0.322621596899	0.253744814576	0.116722816763	0.134323340523	0.116792532393	0.0349878784094	0.00354855172009	0.017258464404
a	0.491564678966	0.109715425859	0.065354754921	0.131013301841	0.149321525131	0.0444014004131	0.00269836939793	0.0059305000675
e	0.472935072549	0.192772076953	0.185967320974	0.0750294356137	0.0549404642103	0.0154757598477	0.00090108803661	0.00197873267297
M	0.167026025743	0.230514022318	0.307542580325	0.109675638538	0.0716970729034	0.0401878407159	0.0713905512916	0.00196624757529
a	0.398355597248	0.0995246004763	0.18759985574	0.0966589729451	0.0732002019974	0.0478122544599	0.0948865804536	0.00196192762559
r	0.798443332416	0.0331834352998	0.0625354037079	0.0323242731975	0.0252881078287	0.0159422068992	0.0316290122624	0.000654226382177
ì	0.931155810805	0.0113051772839	0.020896823309	0.0111461903825	0.00939918750957	0.0053319388784	0.0105449370909	0.000219923577109
a	0.667529140268	0.067914602508	0.065853557013	0.159145207328	0.0207768512699	0.0148446430135	0.0037879512222	0.000148041315603
à	0.250709302423	0.153993727503	0.178216372338	0.338526129109	0.0428644404233	0.0330125473378	0.0021545298174	0.000522976018534
v	0.0929267814743	0.142517309168	0.291481197446	0.34161881637	0.0865955201411	0.0370099907793	0.00726619073913	0.000584186946845
v	0.351250355491	0.0714218998427	0.232060660282	0.215677999123	0.0970202233804	0.0239409793264	0.00838005949971	0.000247796279615
r	0.63077956183	0.0242818148342	0.077946408394	0.0792197047077	0.158773087793	0.0249018805088	0.00368387675324	0.000413659416538
i	0.413004336277	0.0164213930447	0.055140903298	0.0487487929026	0.169323048598	0.0493086685029	0.0270204825844	0.221032371706
n	0.143988869426	0.0136904168349	0.0478569184327	0.0394490804675	0.084733688866	0.111514316168	0.261508364195	0.297258341235
a	0.122403274809	0.0113767394316	0.0317991481442	0.0598202629892	0.070752767622	0.138134742056	0.364061284732	0.201651774412
r	0.113632218703	0.0107852187772	0.0269446061481	0.0653410736631	0.049158511874	0.100653592019	0.454964434911	0.178520374804
t	0.119409583334	0.00466819225907	0.0110182731494	0.0379052838877	0.169453325291	0.12993404534	0.45602970497	0.0715816236013
i	0.122372965578	0.00367588178636	0.00804124171647	0.0395162306292	0.20814319943	0.149226973447	0.333598618323	0.135424896534
s	0.0433234813593	0.00421520992879	0.00914286290549	0.0312035032097	0.0772021120433	0.0998200228157	0.577562916108	0.157529904511
e	0.0153245913864	0.00322735522293	0.00665771590183	0.0178175090699	0.0318850855811	0.0840673776052	0.731631082036	0.109389313837
m	0.00834996286213	0.00197518372098	0.00368014886728	0.0117900421233	0.0185161011937	0.0779138402017	0.780614727345	0.0971600309457
è	0.00560095673071	0.00284493730699	0.0123547822558	0.00964311680777	0.0122711230646	0.0601986090672	0.805345309115	0.0917411566486
n	0.00187624543424	0.002819103569	0.0158868947519	0.00723304803592	0.0070925186882	0.0516510853557	0.812771436372	0.100669627883
a	0.000634103954413	0.00129502707467	0.00680913292397	0.00303180473531	0.00325502989607	0.0336326987852	0.653788285457	0.297553894961
</S>	0.000327439320706	0.000672249664835	0.00347776247199	0.00178147380265	0.00191239944803	0.0219827083926	0.448682802728	0.52116316248
