 	ora	ho	finito	di	scrivere	</S>
à	0.478794456445	0.01233583086	0.00016470440075	0.002813411185	0.0100321065	0.49585947235
r	0.484415621148	0.04490321062	8.090854075e-05	0.0145015245183	0.268152361167	0.187946355683
t	0.492986862716	0.0505901868733	0.00435447608692	0.0184905333828	0.348459952443	0.0851179844263
e	0.724625334239	0.116524277624	0.00579668637897	0.00700939400427	0.117629458768	0.0284148323907
s	0.480793461746	0.146548639208	0.00338003097632	0.291612892335	0.0679772254893	0.00968771552357
p	0.437864990915	0.0658258264027	0.0562290724921	0.386709833012	0.0499665160204	0.00340372924356
ì	0.678972663638	0.0939936488009	0.0724579827224	0.131785796237	0.0212315995308	0.00155831300689
c	0.486711687403	0.0994582405003	0.0241866147081	0.102300581746	0.28637550651	0.00096740825563
c	0.311132708658	0.2177416344	0.00807624540123	0.0905830780953	0.371775719503	0.000690648438543
e	0.256597936553	0.380118388133	0.00270160069494	0.0354446278784	0.323476000501	0.00166146521285
t	0.090697572751	0.256193670378	0.00379645886998	0.254826340293	0.3923673935	0.00211855007095
s	0.0342405156503	0.0905854802593	0.31909609129	0.337406508764	0.21748143419	0.00118993841798
a	0.0170974803834	0.131546175886	0.421335215607	0.143877177255	0.202500461087	0.083643477967
t	0.0111965294611	0.156472237295	0.141993364046	0.360043838085	0.218121987029	0.112172080722
s	0.0112911088204	0.0691213024317	0.274067581682	0.510034452695	0.0967791786763	0.038706411074
e	0.0099217524068	0.117293738811	0.316644751604	0.313442110898	0.140845209225	0.101852459791
g	0.00472940109227	0.133993759604	0.105630827771	0.211641916966	0.421301116408	0.122703003234
r	0.00261710515409	0.0944166732013	0.0352406041003	0.132841371322	0.685702392136	0.0491818563813
à	0.00201300874136	0.0800848964004	0.0117714835218	0.054363746774	0.731797664045	0.119969190794
t	0.00152164830379	0.0375306564668	0.00460033981227	0.281890922925	0.531153744682	0.143302688598
s	0.00260472390126	0.0206679411556	0.153971331737	0.525250697642	0.241101334894	0.056403967366
i	0.00225541521042	0.00933023775187	0.203092178402	0.355379535881	0.093825877298	0.336116735289
</S>	0.00113353977021	0.00548943992594	0.101552370935	0.187568672941	0.061251392149	0.643004567644
