 	deve	che	entra	da	qui	</S>
è	0.107350590579	0.37314443145	0.01852656825	0.000646103325	0.00869845725	0.491633814455
n	0.10839788076	0.387039679817	0.303065986083	0.0166549365417	0.0201720949167	0.164669362788
g	0.0426489591533	0.470322412606	0.38654121366	0.0220318662139	0.0228227455002	0.0556327362312
h	0.0282732523844	0.808228170869	0.129069977006	0.00810023373797	0.0077219279414	0.018606403819
i	0.0257392907948	0.769925356956	0.129688179822	0.056338983546	0.0109220222271	0.007386172113
s	0.0195561645983	0.589502052319	0.146599208941	0.180587144515	0.0594407180757	0.00431475710433
e	0.0165566721994	0.526607850773	0.080835688647	0.281360448172	0.0877429383586	0.00689643753478
n	0.0128762438665	0.377716190258	0.0538972918823	0.328437392724	0.21787529512	0.00919758651159
a	0.00651485632217	0.222361903419	0.0405302522941	0.423530774241	0.28488403504	0.0221781933372
m	0.00978917167406	0.207699297806	0.0565124734314	0.431397291414	0.265116175013	0.0294856134457
b	0.017882989558	0.387023162602	0.0514817603305	0.282773897138	0.244847755004	0.0159904422152
i	0.0147449822193	0.382558951267	0.0815341492968	0.244201032379	0.203686701668	0.0732741781384
a	0.0051446128131	0.129332275489	0.405290403099	0.195094025126	0.166206972556	0.0989317177128
p	0.00196844713103	0.0487684198297	0.493163874366	0.123868412709	0.270124322852	0.0621065425709
ò	0.000830380374343	0.0217546320099	0.269331814789	0.118684420903	0.515190460951	0.0742082625236
t	0.00125942416878	0.02632837507	0.20160021493	0.125349713634	0.583053320317	0.0624088935079
t	0.00744506425626	0.155668344023	0.119391900043	0.173167627878	0.514902106772	0.0294249001693
ù	0.00853284040192	0.180015088588	0.046068030081	0.127328836293	0.330589542257	0.307465599723
</S>	0.00426754817571	0.0900091851652	0.0305069075405	0.0649939936465	0.214352181128	0.595870129862
