 	non	sono	ancora	vestita	</S>
e	0.34772710433	0.122092979412	0.02923665605	0.02093826635	0.480005001335
n	0.353180155777	0.208619619804	0.25904335535	0.0184316306833	0.160725241502
ì	0.135870153926	0.251875776601	0.54073056845	0.0172215923611	0.0543019092473
m	0.0628812419753	0.215847583534	0.467092992817	0.230795279587	0.0233829066624
e	0.0284670206584	0.154418939178	0.501435867606	0.302320587596	0.0133576097541
a	0.0158557637195	0.285280726393	0.591227082535	0.102422395265	0.00521407831803
n	0.00955717347317	0.290906914798	0.399190450845	0.292739403422	0.00760609530601
k	0.0227394455577	0.151435464266	0.432887450282	0.384794594474	0.00814307168534
ò	0.0269984116859	0.105094124089	0.677361370094	0.176123983158	0.0144221271451
r	0.0112053447286	0.0712788940297	0.787812956698	0.112709606053	0.016993201915
a	0.0059279011762	0.0599536136766	0.718074885566	0.127503118684	0.0885404901717
e	0.00260630015873	0.0423855602255	0.674861395189	0.121103606228	0.159043140057
n	0.00119499368291	0.0289789414085	0.484098093063	0.346968335409	0.138759632019
d	0.00127184445764	0.0166440471362	0.264634965688	0.628859931803	0.0885892020063
i	0.00125866720921	0.0122111790454	0.205279800229	0.518648910601	0.262601436669
m	0.0058909700264	0.0228586623485	0.32726053841	0.326183603534	0.317806234056
è	0.0074180946987	0.0258496266395	0.380601212803	0.292548154511	0.293582909852
n	0.0024919341368	0.0094006697365	0.177050770934	0.49038163817	0.320674976617
i	0.00084863197596	0.00386647284817	0.072669230978	0.47572954439	0.446886132206
</S>	0.00042441306252	0.00194258632808	0.038925626489	0.279657369695	0.679050031103
