 	deve	essere	bianco	</S>
è	0.0074221451575	0.492611982232	0.000344593875	0.499621256701
n	0.0193782400525	0.798293227411	0.00440436362167	0.177924173368
a	0.0269073976842	0.895193855804	0.00577956471056	0.072119222256
è	0.0183060742614	0.954271131935	0.00195229021939	0.0254705058237
n	0.0216255584538	0.862319310645	0.102455599052	0.0135995065463
e	0.0265372861513	0.811244356882	0.138424462817	0.0237938575154
à	0.0138679754504	0.915428615627	0.0486126266807	0.0220907390708
s	0.0252810442168	0.775008271876	0.190354324835	0.00935630875593
p	0.0287585545106	0.395695078725	0.570411624945	0.00513473734864
r	0.00982539738853	0.133857657908	0.854492454982	0.00182449677288
o	0.00365225591951	0.0570776428693	0.616978038961	0.322292059318
</S>	0.00208545647475	0.0449693064346	0.309396680431	0.643548579659
