 	tu	le	hai	cucinati	le	verdure	</S>
e	0.476495089371	2.3138046e-05	0.01793768271	0.005560269366	0.0012725563045	0.0894192867038	0.409292022336
s	0.677777683124	0.0368609887537	0.0805010242367	0.038175845122	0.000432073000833	0.0298101321521	0.136442308229
ù	0.755493534375	0.0494107035046	0.0914171960789	0.048098619374	0.000148665436278	0.00994081861727	0.04549049183
t	0.600456638792	0.0282647767549	0.213616520026	0.118860464125	0.00937608388509	0.012480979324	0.0169445494707
a	0.436987730264	0.0238316529183	0.290250570009	0.215697044708	0.012456843005	0.013332066128	0.00744409874857
m	0.381339401088	0.0408912649728	0.32922618667	0.183140458236	0.031574595045	0.0283675677293	0.00546050817452
à	0.453751634696	0.0441023590576	0.318269421223	0.107674220412	0.037952432035	0.0334601786764	0.00478972167517
r	0.466593998232	0.0173813720859	0.291643946074	0.181620077804	0.0207538066983	0.0189379289921	0.00306884007539
e	0.204344036077	0.0092504724953	0.299670342025	0.454009382601	0.0150338402928	0.0141301949307	0.0035617133918
t	0.119270963026	0.0159237162984	0.303973527342	0.487797520867	0.0284647358243	0.0373997502436	0.00716974759727
s	0.0539965110087	0.233377187433	0.295927479114	0.240423107122	0.106799848608	0.0620521940812	0.00742365735909
e	0.0701205593362	0.294329448254	0.132838849705	0.346062675874	0.109519558757	0.0382650825604	0.0088638582797
t	0.140936363112	0.110834541195	0.101460043235	0.478353758625	0.0672609654737	0.0898262480535	0.0113281130932
a	0.235821874371	0.0533111527317	0.118608656078	0.412065902875	0.0536701197579	0.112404058684	0.0141182633644
l	0.253113511457	0.0301470572439	0.111547068693	0.345107464292	0.059229231186	0.179256845561	0.0215988457881
à	0.229606600486	0.019027284948	0.078975592231	0.192481769764	0.0612313971953	0.39067880852	0.027998564596
c	0.255573460162	0.00759173284933	0.065437225077	0.250204691588	0.0243186468651	0.37364245284	0.0232317772987
h	0.174532795121	0.0564730662831	0.0611979250257	0.245310496163	0.169530959955	0.28331292428	0.00964181308957
a	0.0589111048737	0.0718728657798	0.0311402840852	0.0911892756877	0.214711500438	0.205135311907	0.32703965592
n	0.0257484967246	0.0241965115221	0.0145429777717	0.0574872332292	0.081201095599	0.220923961116	0.575899751973
a	0.0203865432415	0.00832494856937	0.0109424643239	0.0480790334097	0.0368824164997	0.263441593705	0.611943050658
</S>	0.0191827326208	0.00419614251268	0.00877581376195	0.0400042052048	0.0187218376998	0.187983426852	0.721135875329
