 	lo	sentii	che	viene	</S>
t	0.00707526203625	0.259996642846	0.0976529941565	0.129175931	0.506099187
o	0.00806500414542	0.550136290949	0.139556968052	0.127944770577	0.174296960633
n	0.00378704207514	0.564788006983	0.323574132684	0.0492853904357	0.058565403411
ì	0.00149640469838	0.504005235661	0.448456187561	0.0258385078119	0.0202036533037
k	0.00156455974613	0.425714458554	0.32642230252	0.211618250271	0.0346804387012
u	0.0135327728154	0.385536466185	0.275856377507	0.28368349009	0.0413908804671
s	0.0185461809385	0.372055408728	0.323560335836	0.267312296697	0.018525733289
a	0.0176360883128	0.268538456243	0.396787038612	0.292672305566	0.0243660899963
n	0.0155190878443	0.204378961414	0.312081699537	0.439119195189	0.0289010326654
a	0.00860785902143	0.102640999805	0.268726909846	0.54050850173	0.0795156952218
r	0.00685008740714	0.0789641446017	0.288042176615	0.526188610577	0.0999549790739
t	0.129072844202	0.0558543555339	0.268238898872	0.504706956859	0.042126967968
i	0.169188016204	0.035711068278	0.208399875624	0.28380392062	0.302897136933
</S>	0.084699010307	0.019794309789	0.115381501812	0.19563246281	0.584492718467
