 	sto	ancora	cucinando	</S>
s	0.152275564911	0.327940231085	0.180104455	0.339679823
t	0.467796928304	0.345396551695	0.0731396448333	0.113666895523
e	0.601234942768	0.329939058565	0.0258997067444	0.0429262423643
a	0.483964247589	0.480260186188	0.0152163182148	0.0205592239214
n	0.320280999863	0.488154335396	0.0380912900716	0.153473393107
k	0.281538417288	0.457051201799	0.0645954933572	0.196814899402
ò	0.392571885763	0.484774017266	0.0533172471191	0.069336849834
r	0.265055667588	0.482116319089	0.221716071706	0.031111936278
a	0.116718641529	0.521772986363	0.288323987235	0.0731844000927
m	0.0681446051763	0.502883648788	0.335960792412	0.0930109803642
a	0.0331166217254	0.530006336263	0.380706014137	0.0561710557881
r	0.0164533799085	0.534078598754	0.404438001379	0.0450300349294
è	0.00737175673617	0.484922569585	0.480046187126	0.0276594863098
o	0.00382951414539	0.476367459862	0.346489429042	0.173313592437
n	0.00174954868313	0.258735802787	0.210003189681	0.529511457479
t	0.00802848006238	0.154601080429	0.349506483227	0.487863959693
a	0.0101102633608	0.121192615976	0.411847621076	0.456849483764
</S>	0.0050952831904	0.065368216738	0.263675450538	0.665861026882
