 	la	casa	la	costruisce	il	mastro	</S>
o	0.365869522944	0.113994916893	0.019901461769	0.0002456077625	0.000330168917	0.121597678112	0.37806060076
s	0.378337041981	0.350502778964	0.103861311923	0.0005889766375	0.000138475935667	0.040546168552	0.126025190131
p	0.387329114994	0.366444749655	0.177076957308	0.0133297403125	0.000284170310556	0.0135253160193	0.0420098585374
ì	0.394076283998	0.401492693218	0.168319322436	0.0172591115442	0.000329876060519	0.0045146165991	0.0140079616674
t	0.163791406999	0.531461664406	0.226024104145	0.0318948736214	0.0218410235438	0.0200080327307	0.00497883802163
i	0.082485370333	0.401107928135	0.418602368048	0.0415623002071	0.0290676370479	0.0251842939689	0.00199011653721
o	0.041536072911	0.423343069378	0.497103706016	0.0190131989157	0.00977722123597	0.00850881808163	0.000717919235737
f	0.0207580101037	0.375617349793	0.353287638672	0.105347072819	0.0870445067653	0.0570107817272	0.000934608805246
a	0.0130021625679	0.213772179931	0.438675479557	0.147342757606	0.112926491178	0.0732544772757	0.00102642610842
b	0.00607143065597	0.19820597331	0.499046699852	0.066832984202	0.048884849316	0.180106919125	0.000851181709473
b	0.00436885371866	0.142595749237	0.257893151617	0.225848649734	0.149857966439	0.218460024708	0.000975639636491
r	0.00537527427289	0.0489398321457	0.096608533539	0.441463663245	0.32772448548	0.0792539985693	0.00063420545883
i	0.00367389685763	0.204004604982	0.149523712513	0.314659867848	0.264616932053	0.0361974208564	0.0273235595996
k	0.00705253425254	0.418105401661	0.303619030838	0.110270062383	0.0918758172443	0.0326427482855	0.0364344195665
è	0.00835586325085	0.409139080554	0.308656420279	0.045467528461	0.0346723383814	0.114195404762	0.0795133528888
i	0.00310116679695	0.320379073518	0.260259650093	0.0198060992537	0.0123018887138	0.245263954921	0.138888134296
o	0.00112337305898	0.221752457839	0.220929793364	0.00907297085123	0.00490447765793	0.37114904164	0.171067858099
m	0.00326580959966	0.129597630613	0.131744573121	0.0248831629504	0.052604787686	0.516615560547	0.1412884627
à	0.00392276365446	0.062094342771	0.0600786019737	0.0283140021401	0.068037591882	0.721549843516	0.0560028349
s	0.0030052403394	0.070640292157	0.0568357829246	0.0134648432034	0.036754566614	0.791003994505	0.0282952343
c	0.00363089544647	0.0739652636523	0.0568291214415	0.0202817457345	0.0888897122047	0.740389601502	0.0160136308
i	0.00214302939202	0.0268393947174	0.0215666111805	0.0186299205715	0.0922791559449	0.517287403834	0.321254467633
a	0.00071565953124	0.0101344446558	0.0083349342135	0.0063140540185	0.0308333552436	0.345888651278	0.597778889211
</S>	0.00035825400167	0.0055340661029	0.00459211748675	0.00319844476125	0.0154705746998	0.408201265639	0.562645274605
