 	l	ha	scritta	</S>
t	0.00092290972025	0.305115837449	0.1804855135	0.513475732
o	0.00247007690675	0.62863137915	0.1823464785	0.186552063167
è	0.00237389627592	0.860821359717	0.0728455068333	0.0639592295423
g	0.00080232883064	0.837987786572	0.135965895611	0.0252439968341
r	0.00050021054188	0.559586815524	0.15748496087	0.282428041945
a	0.000393076936227	0.551224208508	0.07465677429	0.373725946648
t	0.00503111946768	0.598911772836	0.25971013643	0.136346942216
s	0.225867177156	0.401436277612	0.324292015477	0.048404485872
e	0.294605087702	0.234039042871	0.179250711826	0.292105123091
</S>	0.147338906826	0.125824746935	0.167727675913	0.559108636546
