 	non	sapeva	dove	a	stare	</S>
e	0.482631198014	0.0003874752267	0.016670796106	0.00035343367	0.057035802927	0.442921274624
n	0.491049581005	0.0029064409989	0.337869812035	0.00123968182333	0.0191446872003	0.14778973875
ì	0.346412038668	0.0275095561663	0.565892804012	0.00386938227444	0.00670210880677	0.0496140629433
s	0.298139625556	0.0356372237221	0.620127701337	0.0186172840915	0.00951940840226	0.0179587825478
s	0.108290365052	0.342687544907	0.506369177189	0.0211317684805	0.0143216521341	0.0071995315676
e	0.043368538884	0.444304113302	0.49063406914	0.0097633558435	0.00888122361137	0.00304872494087
r	0.0279553819613	0.158130650434	0.756688279713	0.0146293851812	0.0360243847705	0.00657192301362
e	0.0215568576538	0.0692975511447	0.838255359904	0.0165472703937	0.0455212132235	0.00882176833787
p	0.0136329920846	0.0326315546149	0.848769429968	0.0343782221312	0.0576037127078	0.0129841341126
u	0.00712256989487	0.016350671105	0.845875723323	0.0431008133771	0.0641808702359	0.0233693493709
n	0.00408219853829	0.010508016435	0.654927064441	0.0834787771257	0.171602592745	0.075401318457
a	0.00214264711943	0.00576175307833	0.546621054814	0.100745731042	0.214331907582	0.130396872819
s	0.00353363073981	0.00450556835944	0.628210474938	0.0718181906807	0.165465772527	0.12646634594
t	0.00444547371327	0.0355306385865	0.395096798146	0.0565177672269	0.431243140842	0.0771661750467
a	0.00266855089109	0.0448154664388	0.213920912549	0.0289419010756	0.439162898281	0.270490269749
s	0.00507357981703	0.0154463813896	0.46249791085	0.0236252403585	0.157640159427	0.335716753916
ì	0.00590714900568	0.00554866638687	0.478718049283	0.0249968634528	0.123713725142	0.361115578639
</S>	0.00311209060284	0.00278400057894	0.258036643141	0.0266359767264	0.156794157571	0.55263715932
