 	non	ci	dimentichiamo	mai	</S>
e	0.290141954097	0.142279894065	0.05557713402	0.1066040865	0.4053969325
n	0.304049244032	0.417353178022	0.0737939500067	0.0649775815	0.139826062167
è	0.122754652677	0.737158459341	0.0442270116689	0.0461249308333	0.049735000189
n	0.0489198572257	0.572319640114	0.184355692223	0.174951572278	0.019453275863
a	0.0266597334086	0.511276433705	0.230218085374	0.218962842093	0.0128828812877
a	0.0253766194695	0.556154104568	0.312671936425	0.0900906453643	0.0157066317626
l	0.0178021651565	0.259106381856	0.449690552142	0.257176268455	0.0162245712542
l	0.0128088392188	0.355074734285	0.320873957381	0.302438404152	0.0088040214614
i	0.0103062639063	0.605486381428	0.168923565394	0.153424572717	0.0618591855305
m	0.0320720516354	0.483435347143	0.090319226398	0.309760314239	0.0844130591768
o	0.0377175669651	0.449470319048	0.0637735296327	0.36988100808	0.0791575837256
n	0.0128468971617	0.380375001116	0.0244371920442	0.501667972693	0.0806729022419
i	0.00435312163723	0.192198468472	0.0110498414147	0.666222990898	0.126175548414
s	0.00213035677574	0.132765458491	0.00963368553823	0.706501910299	0.148968562805
t	0.00320556809191	0.101466395164	0.143669875846	0.684208583433	0.0674495472683
ù	0.00293691230797	0.091295413388	0.182833201839	0.647539311144	0.0753951520894
m	0.01199930328	0.0711691294627	0.072688788503	0.759715087048	0.0844276830298
e	0.0150171846249	0.0608091065542	0.035988689483	0.642283639016	0.245901376677
s	0.00559794623983	0.0248728779181	0.0135370584763	0.641011673005	0.314980448892
t	0.00330009841328	0.0277493139727	0.0497776661588	0.778516541002	0.140656375631
a	0.00194283660393	0.0246139167709	0.0603591149579	0.608587470334	0.304496647877
m	0.00889942683415	0.0439170537036	0.0239585842243	0.572366266778	0.350858635959
à	0.0112197856488	0.0504683349845	0.0118575942714	0.768404342259	0.158049873986
i	0.0037418267267	0.0170139227882	0.0041994914038	0.699866630753	0.275178073329
</S>	0.00187141457285	0.0085386349591	0.0024141158769	0.571775990377	0.415399816664
