 	possono	essere	ancora	svegli	</S>
i	0.433828200925	0.0567543764935	0.009478427595	0.0185101300365	0.481428827427
s	0.526969310308	0.250853392164	0.054713747865	0.00688113830317	0.160582407327
ò	0.541072100103	0.320618580721	0.081681345955	0.00299734588339	0.0536306415623
z	0.474675453368	0.262731566907	0.204497801985	0.0382760821435	0.0198191079074
o	0.349054017789	0.256604692302	0.335440263995	0.0501667948678	0.00873424645247
n	0.285786308896	0.171512718767	0.382944757998	0.155303509109	0.00445271313416
e	0.135407317932	0.143221720922	0.527835555999	0.19043619117	0.00309923651139
ì	0.089906866644	0.303880860307	0.541201398666	0.0637077954557	0.00130310915713
n	0.0401224448813	0.333857035102	0.352603899555	0.268280728751	0.00513590190571
e	0.0215504976271	0.168866326701	0.465718513185	0.337026068317	0.00683861686857
a	0.0138120895424	0.1937786089	0.675992271062	0.113211785406	0.00320527975619
n	0.00817663686747	0.180196459967	0.454054361687	0.345862499035	0.0117100718187
k	0.0138108656425	0.127359730322	0.396383105229	0.448210903012	0.0142354387062
ò	0.0195207195475	0.125675815441	0.63567736841	0.189716824337	0.0294093156687
r	0.0174045481825	0.0882722838137	0.698268736137	0.160901961446	0.0351525216562
a	0.0135515080942	0.0735076072712	0.620329225379	0.163354190482	0.129257526985
a	0.0064510532314	0.0786343550904	0.64554850846	0.0890957328273	0.180270386662
t	0.0036150535438	0.0660600750301	0.496022347487	0.337763143609	0.0965394122207
s	0.0032114320146	0.0398051183434	0.296336527162	0.610947101203	0.0496998466069
ù	0.00284194727153	0.0315760984478	0.332893485721	0.471064940401	0.161623519069
n	0.00121525103051	0.0140655071826	0.233106818574	0.549145250134	0.20246715169
n	0.000655209236837	0.00829582442753	0.113625712858	0.791037490045	0.08638576323
i	0.000428688147946	0.00598822109584	0.072886460286	0.561654271682	0.359042355077
t	0.00247145523165	0.0122797056519	0.128610182762	0.418717288894	0.437921353892
i	0.00315273804355	0.0143561107506	0.150325432254	0.392297682965	0.439868053497
</S>	0.00157971027128	0.0073733351753	0.086388473127	0.246538951482	0.658119576748
