 	il	morto	si	piange	</S>
o	0.00164944689117	0.042655907335	0.451831482309	0.00144963615	0.50241349435
a	0.00168156802172	0.048677782445	0.77843184077	0.000539907748667	0.17066888395
p	0.00064962401524	0.273349030815	0.667747526923	0.000316098404889	0.0579377274833
e	0.00029170785908	0.344269522805	0.634576555641	0.000266354986296	0.0205958525278
t	0.000432555323693	0.306471920135	0.575259298547	0.10142510599	0.0164111109759
a	0.000786987841231	0.555106190045	0.292036582849	0.13651659513	0.0155536103253
m	0.00130401774708	0.546050090015	0.167898353616	0.276222364843	0.00852514564177
m	0.00128159331569	0.612705623338	0.0596419127616	0.321597159014	0.00477370310462
è	0.000558689289197	0.546393449446	0.340004733143	0.108118679571	0.00492445372557
n	0.000189563202366	0.192167133049	0.538270541048	0.25832309569	0.0110496849085
o	7.0457848122e-05	0.0661261197163	0.600449573683	0.308198763663	0.0251550703028
i	2.7989078694e-05	0.0239539389054	0.847244344561	0.103438066588	0.0253356441009
k	8.29235535513e-05	0.0243447581685	0.614498321554	0.349455215796	0.011618803867
l	0.000251505481184	0.264189269389	0.206272044738	0.523789998599	0.005497205372
è	0.000234366531395	0.33150556213	0.203423839099	0.267760646233	0.19707558204
e	7.8318237573e-05	0.11389840991	0.5130760397	0.090458979811	0.28248822068
t	6.06448019657e-05	0.0445485995033	0.482862954767	0.355092004304	0.117435767227
e	5.51064181552e-05	0.0293677741678	0.182418075456	0.449037168435	0.339121856076
</S>	2.80880453276e-05	0.0271567595839	0.121907011228	0.233955284718	0.616952828038
