 	sto	e	cucino	</S>
e	0.366734942688	0.0621839719485	0.250577025	0.3205040777
s	0.483102734229	0.24062446065	0.157022928333	0.1192498577
t	0.584896954743	0.281717260217	0.082610334111	0.0507754166667
è	0.807892101581	0.142207473406	0.0313605524703	0.0185398368222
c	0.58892114586	0.163314954469	0.23935226059	0.00841160964073
e	0.244677233953	0.19924356149	0.309693583863	0.246385596747
m	0.128412016984	0.266945497163	0.264381198288	0.340261292249
a	0.0811899946613	0.436547715721	0.269305754429	0.212956547416
r	0.0564835748871	0.44466450524	0.33003164981	0.168820265805
è	0.0409437989624	0.377723361747	0.500629599937	0.0807032442683
o	0.0333642640875	0.306794340582	0.466951059979	0.192890353756
</S>	0.0186398726938	0.227426610291	0.424693069989	0.329240476878
