 	non	ti	dimentichiamo	mai	</S>
e	0.347782670277	0.0658932144755	0.07519264732	0.0733647665	0.4377666665
s	0.429944800092	0.214073514825	0.14654168244	0.0574471398333	0.1519928345
e	0.321928326697	0.446962681608	0.12566116748	0.0500496509444	0.0553981348333
a	0.234277768899	0.385765838869	0.332113995827	0.0242354603148	0.0236069526111
l	0.112216548966	0.140978442623	0.531053345276	0.186868345772	0.0288833648704
l	0.041974051322	0.348988575541	0.345520528425	0.236206143091	0.0273106988641
i	0.0603922294407	0.42665786418	0.170629772808	0.15084629553	0.191473815195
m	0.16262098648	0.170019944727	0.166932920936	0.250483631843	0.249942491732
o	0.187099710493	0.0788505645757	0.182182650312	0.322451697281	0.229415357244
n	0.100141677498	0.0326983847919	0.118651181437	0.520498419094	0.228010361748
ù	0.0357373215327	0.0116309097973	0.0648899398123	0.793288596365	0.0944532852493
m	0.0279557398776	0.00613261453243	0.0990760112708	0.818399522122	0.0484361170831
e	0.0251488718925	0.00427179907081	0.106132093324	0.673172514041	0.191274709028
m	0.0196739172308	0.0036860955836	0.0723335206747	0.662121111347	0.242185356343
à	0.0176734352819	0.00345918224787	0.0602674414916	0.819764990449	0.098834968781
i	0.0059257649041	0.00115378505776	0.0238134260972	0.720579926816	0.24852711626
</S>	0.00296573885975	0.000576947411588	0.0156874895486	0.543789328408	0.43698048813
