 	voglio	un	forno	che	vende	rustici	</S>
t	0.475187318488	0.011295378191	0.0001185853385	0.003270384395	0.00571767019	0.013618478	0.49079218535
è	0.798828692829	0.011437598397	0.000105216926033	0.007320363965	0.0111063970633	0.00750473475	0.163696988339
l	0.590442743376	0.005034681699	0.000159797185211	0.156560510322	0.170203817354	0.0214855236667	0.0561129216351
o	0.379909626892	0.018293166133	0.00120723151507	0.254265630107	0.297355752451	0.0282490592222	0.0207195284784
è	0.541192025631	0.0229097476777	0.00144476855669	0.174545902036	0.24087463415	0.0116503212274	0.00738260001813
n	0.414975922877	0.0295354781926	0.00547992907056	0.191020339345	0.239404321383	0.116108169896	0.00347583579804
a	0.264912818626	0.100543726064	0.0132728400235	0.247376759782	0.219976863794	0.151648271232	0.00226871983268
f	0.214028796542	0.125482606688	0.0172201450078	0.323869353261	0.176768691265	0.140513348344	0.00211704684423
ù	0.102934967181	0.071880569896	0.0132741255359	0.433501351087	0.238689010422	0.137615644115	0.00210432899141
r	0.0670820303937	0.0445214119653	0.0104659588786	0.448453043696	0.292646996807	0.135495936038	0.0013346275738
n	0.0257982563979	0.0532968943218	0.294760027793	0.290762101232	0.198992358936	0.135411344546	0.0009790484746
o	0.0104613283993	0.0453190895406	0.385117402131	0.204100773744	0.267021132979	0.0799176887153	0.00806262224153
k	0.0113608201331	0.0301478439469	0.131871194577	0.256830937915	0.32674815766	0.229917524238	0.0131235149138
a	0.0125296095444	0.0304331079823	0.048079326259	0.303113155972	0.29998911922	0.292345751413	0.0135099148046
p	0.0065391510048	0.0178043935608	0.0174290554863	0.323361615324	0.313983133073	0.309009290471	0.0118733513682
u	0.00333933805827	0.0114511617536	0.0070595603621	0.301508611775	0.306424317691	0.34911239349	0.0211046052227
l	0.00234613278609	0.0099169112512	0.0038765345207	0.230738787258	0.259566112564	0.466375421163	0.0271800900742
ì	0.00109312371203	0.00497071940373	0.00202612956023	0.182868485753	0.230925987521	0.559519163721	0.0185963923581
r	0.000672459687343	0.00294898622124	0.00169758620674	0.151739890251	0.219998244507	0.60787841124	0.015064435786
ù	0.000484846755781	0.00205293329375	0.00148893672991	0.078856058417	0.133362960169	0.742498313747	0.041255943262
s	0.00042552934526	0.00126037138458	0.00108445177097	0.0459607004723	0.0982475800563	0.799457314582	0.053564035754
t	0.00113716524842	0.0268298319615	0.237743765957	0.0591931944908	0.0629170646854	0.587294368194	0.024884595128
i	0.00114255474834	0.0348241420488	0.316060560365	0.0546319376969	0.0360386304951	0.239131709398	0.318170452253
k	0.000800348881647	0.0124194075779	0.105906836668	0.0318332054323	0.026622041765	0.399185879799	0.423232279418
u	0.000686336229116	0.0049549620143	0.0358568811047	0.0252584112774	0.024730855155	0.486972489933	0.421540055139
</S>	0.000344419267408	0.00248746698965	0.0179310766253	0.0145706298387	0.0155169584275	0.328860009966	0.62028942757
