 	ho	finito	di	scrivere	</S>
s	0.254021156388	0.0038894308765	0.1479416092	0.0956549003	0.4984929386
p	0.583912772129	0.00724110235883	0.14731638375	0.0948342677013	0.166695496413
ì	0.835157814043	0.00579818708828	0.0496945144667	0.0534601201684	0.0558894180169
c	0.589159045804	0.00194779873276	0.0226151763556	0.367306420056	0.0189716385656
c	0.529688879725	0.000651186450497	0.0130360515184	0.450149931742	0.00647402888187
e	0.521101515575	0.000217365533619	0.00500262817263	0.471252868971	0.00242565914729
t	0.188299816858	0.00528981175642	0.203781959991	0.60157013299	0.0010583059891
s	0.0661539936427	0.335170192252	0.274324304664	0.323883852321	0.000467709819233
a	0.0332330452376	0.440059886217	0.126336582888	0.367730435432	0.0326400628093
à	0.0309015204125	0.146835230018	0.073037348696	0.695673188477	0.0535526892698
t	0.0207416326042	0.056220606485	0.332871973965	0.560679869492	0.0294859100899
s	0.0089944285014	0.299970939495	0.476932361322	0.202746667097	0.01135559227
e	0.0045307963338	0.374032534232	0.269710133774	0.216245916299	0.13548059433
g	0.00289356921127	0.124767508377	0.174291175925	0.5209936721	0.177054071463
r	0.00526154183709	0.041753534259	0.096612638975	0.784508437367	0.0718638325077
à	0.00594184227903	0.0140784719565	0.042225112325	0.807783475789	0.129971086169
t	0.00533892309301	0.00536328188897	0.246766877775	0.595649418596	0.146881502723
s	0.00585086836434	0.131529293563	0.508767625925	0.293462821865	0.060389367141
i	0.00286781535525	0.172916459	0.369294615242	0.110810432955	0.344110654614
</S>	0.00143742652832	0.0864598712181	0.188107567521	0.0679502964775	0.656044827307
