 	ho	rotto	una	bottiglia	</S>
è	0.0329211832945	0.000661674098	2.24862465e-05	0.4765140285	0.48988060745
g	0.0525381027648	0.005826718666	0.000105037947167	0.777945442833	0.163584652883
l	0.0678463775883	0.234446952555	0.0318045297757	0.610283130944	0.0556189937277
a	0.0940004658628	0.311298654185	0.0423577216919	0.530455193648	0.0218879759092
s	0.0866474632876	0.232427271395	0.173860538997	0.496835007883	0.0102296974364
a	0.111102855763	0.365155490465	0.222844618999	0.293211492628	0.0076855082788
m	0.148277165254	0.372806246822	0.268371122333	0.201038474209	0.0095069847596
i	0.132180911751	0.382063035607	0.292158213111	0.170188354736	0.0234094732532
a	0.086394126917	0.305955539536	0.111448227904	0.461220951579	0.0349811037511
b	0.0505407469723	0.143400167512	0.148757050501	0.616279017193	0.041022981917
u	0.0367977826574	0.115196574171	0.164938756834	0.609531939064	0.0735349639723
t	0.0493088448858	0.126878449724	0.176091518945	0.558999989688	0.0887212326574
t	0.0551620859619	0.232359729908	0.370531289648	0.288661967863	0.0532849567591
ì	0.0215415006593	0.212095043881	0.318197514258	0.412109717254	0.0360562414597
g	0.0089167166251	0.0716337660723	0.107336555028	0.780862595751	0.0312503730532
l	0.0069975387417	0.141660666224	0.232527717576	0.606333268584	0.0124807933844
i	0.00464284135203	0.164079017925	0.272991849655	0.357060336195	0.201225907595
a	0.00156418154981	0.0547122540543	0.0910023328337	0.521988645398	0.330732542532
</S>	0.000805434466405	0.0273817053706	0.0455052751454	0.659482622699	0.266824931266
