 	l	ho	sentito	che	viene	</S>
o	8.534693455e-05	0.474743883581	6.51950375e-05	0.0246280431075	0.00155362675	0.49892388645
n	0.00415872711818	0.723975714527	0.00552423115917	0.0861964677025	0.01225969395	0.167885188117
ì	0.00572526228939	0.741738858176	0.00950666405306	0.168635952567	0.0166760991833	0.057717198789
k	0.00244410274646	0.653250359392	0.0108425670177	0.203326314189	0.103316442261	0.026820264013
u	0.00174761821549	0.637467173131	0.0160080163392	0.188877561396	0.137412209087	0.018487485171
s	0.0016066992385	0.500807161044	0.0410297641131	0.275356497132	0.170620521362	0.0105794364237
a	0.0022727465795	0.326402010348	0.0639547930377	0.400631845711	0.193968297121	0.0127703956746
n	0.00215946468483	0.246864002116	0.0476997450126	0.324004585237	0.364349232374	0.0149230025582
a	0.00116605018661	0.133641419372	0.0359776506709	0.354141865079	0.446234034125	0.0288389845194
r	0.000992381012203	0.110035385124	0.0341781272236	0.398854695026	0.420659534708	0.0352799065065
t	0.00735036092073	0.0547475190413	0.246113819408	0.288830195009	0.385712460569	0.0172456690555
i	0.00931459551158	0.0284776690138	0.310416170269	0.208504865003	0.20336298919	0.239923713905
</S>	0.00470021906279	0.0267114305069	0.156181955834	0.153347977502	0.187879824595	0.471178591953
