 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.0109962691915	0.483641943053	0.00106905836	0.0046581959	0.005572088	0.01510540375	0.0058393793	0.00868254136	0.0155606195785	0.0405714685043	0.0525738334571	0.355729150623
ù	0.0109990529248	0.816912457684	0.000466435255667	0.00189357555533	0.00441371146667	0.0054544271373	0.002051314359	0.00299182054293	0.00519069837992	0.013524075175	0.0175253472486	0.118577030937
s	0.0037025066926	0.749883795895	0.000684473814222	0.0456679276738	0.0846520776222	0.0370478960997	0.0113960761787	0.0137350276972	0.00189981902806	0.00451055103629	0.00635257084102	0.0404672952596
o	0.00163820512087	0.725405265298	0.000938940671407	0.0608910333913	0.112197726574	0.0476678013999	0.0145553883929	0.0173371395577	0.000802961774037	0.00150605339488	0.00262862916047	0.0144308585676
t	0.00114975060696	0.627054331766	0.0138935552905	0.122709265297	0.084830349558	0.102404339833	0.0203921214643	0.0178389848446	0.00220139238936	0.000761909573741	0.00121421740029	0.00554978217024
r	0.00707440540232	0.265404142922	0.341728691764	0.143466524266	0.0749242665127	0.120577587629	0.0223133559281	0.0179866253527	0.00267859475645	0.000513990119894	0.000742434851235	0.00258944079086
a	0.00892070618077	0.407219203307	0.438863085855	0.0561047982553	0.0308942181642	0.041250438894	0.00826025781603	0.0062951792721	0.000906987553817	0.000172101618678	0.00024913457055	0.000863925883537
v	0.00307835118492	0.505931011102	0.149802661385	0.126240400418	0.0867900553881	0.0620185616313	0.0366139653387	0.025311698174	0.00319399232627	0.000268820689626	0.00044106342585	0.000309424130312
ù	0.00104400691964	0.548764147034	0.0524607258183	0.144363768806	0.102914617796	0.0683525151771	0.0456484620129	0.0315648692247	0.00395578642809	0.000300718347709	0.00050587329345	0.000124543112771
d	0.000381724593213	0.707757249011	0.0201061571294	0.0767882282687	0.068313133932	0.062369096359	0.0267481242376	0.0291637949082	0.00584944146203	0.00071919496707	0.00174731401598	5.65511425903e-05
i	0.000432510724404	0.629696683004	0.0107482595765	0.0672952640896	0.140007479977	0.077693505453	0.0286320547459	0.0358134216361	0.00657294079734	0.00086344435069	0.00218671352199	5.76907698634e-05
ì	0.000428104723738	0.730369994335	0.00547481874883	0.0390733069299	0.138810140659	0.0437641314177	0.0185824322486	0.020077583412	0.00230672147411	0.00029290593174	0.000776005813997	4.38195207878e-05
r	0.000325766603516	0.588568112445	0.0184731619396	0.0893093398766	0.0884374808863	0.121509773406	0.0220225794162	0.0305949793373	0.0275558853897	0.00980238829709	0.00293073039467	0.000469783101096
t	0.000823809234505	0.216632749548	0.341610500647	0.114731637292	0.0664924282621	0.147979292069	0.0235884325721	0.0337300118958	0.0371654010632	0.0130027912507	0.00363031520162	0.000612619827699
e	0.000810079492002	0.085905715916	0.434552137416	0.0976063164307	0.169349274054	0.111380794956	0.0402391489574	0.0401590747486	0.0137645245544	0.00471498266857	0.00129641082061	0.000221536401233
g	0.000273630052601	0.060741195972	0.146833884672	0.142762492144	0.267700624685	0.156453721652	0.100980782986	0.103477016916	0.0118347151181	0.00475227365619	0.00402583762354	0.000163854188411
r	0.000325188225634	0.0428558226573	0.142157306557	0.176778077381	0.183299928228	0.150010665217	0.139396467662	0.115453581305	0.0381262203727	0.00642492121873	0.00500911022451	0.000162715092804
a	0.000344820819878	0.0219369288858	0.141516907852	0.162542305794	0.221192199409	0.169837986406	0.131790889221	0.103614826102	0.0400304160376	0.00491625917291	0.0021663898915	0.000110035537601
m	0.000170106864626	0.0175238926286	0.0496455805173	0.120771731931	0.221679769803	0.281002698802	0.103173553074	0.112314568701	0.0279125025925	0.059721974491	0.00476799709717	0.0013155915792
m	0.00110964503488	0.0127950152095	0.271376855739	0.111574503977	0.093686705601	0.245593831267	0.0692677860247	0.071815656767	0.0375869555308	0.078192763497	0.00530409211239	0.00169617280435
è	0.00137043309016	0.0056463781365	0.34444767988	0.113638003326	0.123913987534	0.154174482089	0.0966913170082	0.0984622194557	0.0271311516769	0.0291907233323	0.00473196211746	0.000601663152737
n	0.000456873937168	0.00346404621217	0.115253103455	0.0943041347753	0.163924397178	0.211792077363	0.127262715669	0.197345839819	0.0144252107256	0.0280480022774	0.0414309300392	0.00229266105758
o	0.000152511703439	0.00254873880406	0.0388630849797	0.0750490165918	0.201460187059	0.250123309121	0.120324858556	0.219853073273	0.0098285249952	0.0270005920925	0.0519153251797	0.00288078441253
p	5.11953151597e-05	0.00558346323469	0.0134201105799	0.0682243028639	0.21985759402	0.22815619304	0.122873069519	0.223976141091	0.0156573637517	0.0348354263642	0.0659956715599	0.00136949176418
o	1.72718791232e-05	0.00629055677823	0.00510317497997	0.0787623596213	0.21995150634	0.195137841013	0.13561613984	0.232361090364	0.0177091201839	0.0368975840214	0.0713186201866	0.000834716351393
d	6.3894969644e-06	0.0254354229594	0.00251963455999	0.0916103645404	0.233005695447	0.199045557004	0.134411489947	0.208116036788	0.0123097206613	0.0414541345738	0.0508189363955	0.0012666107138
d	6.61801470548e-05	0.0329671724531	0.172332173587	0.10866364818	0.152659205149	0.157072213335	0.103483153316	0.148382635596	0.0354949562204	0.0443241191913	0.0431091423985	0.00144542352127
h	0.000229326739018	0.0128072668177	0.292337671196	0.141776462727	0.0881941417163	0.110704825445	0.102000224439	0.090592403532	0.10456735874	0.0400539573971	0.0161778019995	0.000558558811423
ù	0.000220473429573	0.0054142056059	0.161777475965	0.119776974242	0.148995110572	0.135112028482	0.103706454813	0.113774906177	0.102408261767	0.0378169683657	0.0631473549332	0.00784980335814
c	7.46930074243e-05	0.0708204573353	0.054761487475	0.0723538707473	0.218509653524	0.140743351161	0.080388460271	0.146382478726	0.0408061294423	0.0556061786886	0.108307171644	0.0112461091194
h	0.000157872940141	0.0925964037784	0.0689417124117	0.0941457362491	0.156167334508	0.136848182054	0.086679478757	0.126776419575	0.0822421864808	0.0825728008962	0.0680564583813	0.0048154391398
r	0.000275716936714	0.0317798870595	0.0916850414706	0.119151372083	0.0817975715027	0.146154647351	0.104045642919	0.0987195198583	0.176673585494	0.118976024965	0.0289518669604	0.00178912237327
ò	0.000183027950994	0.0110029338532	0.0487832295269	0.080399653361	0.0875768105009	0.13441701245	0.086047760973	0.101117783286	0.146086466721	0.110204881322	0.150164658653	0.0440157800178
n	6.1426014821e-05	0.00440057561773	0.0163724085256	0.0435822491203	0.098483770167	0.171932710817	0.0564603863243	0.107785951095	0.0522812971303	0.145072586774	0.235516026218	0.0680505940059
u	2.0933109817e-05	0.00208310000591	0.00571583447187	0.0377246657068	0.125688360056	0.243651206939	0.0726428581081	0.146220180365	0.0214682449434	0.158698653258	0.149897613406	0.036188314002
a	7.02797921093e-06	0.00117462006864	0.00230768512396	0.0426194492356	0.141086575352	0.196306672313	0.125550599369	0.187872506788	0.0300157008811	0.0624290304193	0.192507445802	0.018122670334
m	7.93366865322e-05	0.00254208382288	0.00391672869132	0.0520114680785	0.084503515784	0.183709190771	0.10983570979	0.147588052263	0.0606103602937	0.140110381806	0.198849400934	0.016243749778
p	0.000220158008844	0.00278952427429	0.0210338542304	0.0663719826928	0.0477667272613	0.196425412257	0.0750568615967	0.093586802421	0.148885686765	0.248254543935	0.0864749303113	0.013133516376
ì	0.00019010826252	0.00116274926143	0.0238174017401	0.0560159085643	0.0448902807538	0.146974889419	0.0754358488656	0.0957511924737	0.150333953588	0.175435669645	0.187274524437	0.0427174925753
a	6.33727490706e-05	0.00100360569048	0.0081074904267	0.0361018921881	0.0607012852513	0.104067369806	0.0927176262885	0.125209510825	0.0706405158627	0.0653040264483	0.373548728146	0.0625345695251
t	3.76385990156e-05	0.00174504826349	0.0037323989589	0.0382888240627	0.0557175917504	0.134521606602	0.0908208910962	0.130243636942	0.0708089986209	0.110396570383	0.325378759382	0.0383080265084
t	0.000140111830339	0.00157399612116	0.0143410696196	0.0498421046876	0.0350260169168	0.164364117534	0.0684426493654	0.099621037314	0.16325299954	0.226977716794	0.156218475461	0.0201997031828
o	0.000157764384829	0.000718180322053	0.0170268887399	0.0448005965625	0.0459652186389	0.144302767845	0.0697630064551	0.096693687438	0.167343538413	0.184075924265	0.133415464154	0.0957369807409
p	5.28284650927e-05	0.00119537275568	0.00573101566563	0.0255972091875	0.0612196315463	0.135985409282	0.0621048021517	0.121932709146	0.062157168371	0.187275170088	0.215618378051	0.121130329514
o	1.78474212026e-05	0.00135091198656	0.00195920418088	0.0186575840625	0.0538178491821	0.118093353094	0.0579232140506	0.127594883049	0.0273526111237	0.188454102696	0.31796014935	0.0868183091047
è	5.95522450455e-06	0.000635677980187	0.000689425534627	0.0115067233075	0.0359542483607	0.0822701674647	0.0437884058502	0.0872495698163	0.0114330402079	0.068042995932	0.581375363117	0.0770484768349
t	3.48847715335e-05	0.0022102681434	0.000878916845876	0.0129693563892	0.0238935837536	0.0928084955882	0.0205369111167	0.0452790700721	0.0186163119026	0.205314821011	0.539836671039	0.0376207570783
a	4.45309349893e-05	0.00256305681347	0.000951293484292	0.0176537604631	0.0297650562512	0.139393378529	0.0329657950389	0.0661667613574	0.0199878176342	0.261921120337	0.339409850346	0.0891775966928
d	1.49671155746e-05	0.00223359097016	0.000339437800431	0.0130432151544	0.0364614674171	0.10352603551	0.041522964013	0.0955145771191	0.0117815625447	0.146470016779	0.450484950115	0.0986072273976
i	5.20645237153e-06	0.00213315350339	0.000572407103477	0.0133498313848	0.0481169804724	0.0719640745033	0.039792554671	0.0971989257064	0.0093249196149	0.098551144493	0.489015083372	0.129975747633
k	1.91512542038e-05	0.00118874388113	0.000949913514492	0.0155722801283	0.0403836408241	0.0757340348344	0.038727000557	0.0806777472355	0.038828882305	0.197450407064	0.371425611124	0.139042615078
ò	2.37025792169e-05	0.00085946553961	0.000627451583431	0.0101278472328	0.0184809302747	0.0537512214448	0.022129966919	0.0482284729452	0.0477260622717	0.228587061928	0.491724220375	0.0777335925593
m	3.02758305546e-05	0.00138888369244	0.000509877759744	0.00935467693427	0.0146629354249	0.0708721203149	0.0122545760397	0.0299283511817	0.0240166569272	0.292767630216	0.479325322792	0.0648886491864
m	0.000151217862185	0.00172993491748	0.0118078210866	0.0297834506448	0.0166745591416	0.104897596772	0.0292655903466	0.0395226320606	0.126678110309	0.425863043405	0.183515160931	0.0301108479788
a	0.000169157968729	0.00074325789126	0.0152770123825	0.0315634509483	0.0127543030472	0.0748007532573	0.0348560349489	0.0386183440202	0.152892815666	0.255461323468	0.117055257644	0.265808284243
</S>	8.4580556365e-05	0.00037312239378	0.00764407272175	0.0170649985741	0.0114818565236	0.0539029431287	0.0236345597244	0.0316754370101	0.076562201178	0.130235850234	0.130821078822	0.516519292122
