 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.49952425334	7.28854675e-06	1.4373018e-05	0.00035938228	0.000217160335	0.0022720875875	0.0722306846273	0.425374826388
g	0.534852181113	0.000344469634583	0.000101175817	0.297490037913	0.000350752125	0.000850226630833	0.0240882646879	0.141922948788
r	0.282057977038	0.0547333879115	0.136161104162	0.461736249304	0.00792519044167	0.00154905418694	0.0080666083833	0.047770439796
a	0.323276699013	0.0733050236372	0.184029729721	0.386229089768	0.0106023536139	0.00174942290898	0.00273419518377	0.0180734819987
t	0.275893498004	0.0386275828791	0.0985235782403	0.532312469923	0.0191650450046	0.020087589883	0.00700815069059	0.00838210909957
s	0.099927565668	0.240159761626	0.181631782747	0.414238011781	0.0251093793349	0.0271700548277	0.00842726949353	0.00333619367019
a	0.0982330798893	0.298129918875	0.180580665916	0.392873925734	0.013313473445	0.0103323769759	0.00308697476118	0.00344956602706
è	0.16786656663	0.103681608538	0.0663362503053	0.645142508578	0.00769235948167	0.00426336675863	0.00131182113039	0.00370547437569
n	0.129474223877	0.0383020747593	0.0434615084351	0.611521406193	0.0210375488272	0.0635216175195	0.0870660309201	0.0056155434919
a	0.0486164012923	0.0214382329198	0.0391897464784	0.657744055398	0.0265109324424	0.0836244233398	0.116020191207	0.00685600783063
n	0.0190789995574	0.0122413130666	0.0173790915261	0.639209065133	0.0135977593141	0.0376190762799	0.253594134636	0.00728055044354
g	0.0065558559458	0.0076204827822	0.0120498332087	0.363116751711	0.0783570321047	0.22471880976	0.300950600412	0.00663059382785
r	0.00295703871527	0.0504297239274	0.0487013730696	0.206545387237	0.219888327368	0.366656323253	0.102573483937	0.00224829376362
à	0.00618404867176	0.0614421023225	0.0554029268565	0.342226269079	0.195728119323	0.210998808318	0.0441388022457	0.0838788958955
m	0.00915002579059	0.0210481198875	0.0195152054522	0.376977373026	0.0670559363077	0.0985338566727	0.293798350082	0.113921152298
m	0.0062432246302	0.0280812413958	0.0210273714841	0.164340412342	0.114528285103	0.256720865558	0.368245680927	0.0408129279023
a	0.00276958368007	0.0300831339996	0.0206098225114	0.382007728781	0.129284507944	0.281819194503	0.127282965209	0.0261430951037
a	0.00111384126336	0.0100451503532	0.00699790892713	0.75816475626	0.046749398558	0.098823996151	0.0478124369697	0.0302925573679
d	0.000602942687787	0.0033785338054	0.00251807572904	0.708408782087	0.0227104370193	0.0975382073837	0.14359401689	0.0212490232893
r	0.000841952129262	0.0163817578038	0.0226920562563	0.546682610696	0.0656617135064	0.153182555795	0.18398501763	0.0105723597631
e	0.000843328369754	0.0207201331413	0.0293691300388	0.451161876899	0.0763971451555	0.111981422332	0.0886996538767	0.220827344421
f	0.000589220149918	0.00696216367377	0.0098921547396	0.321375945633	0.0268291122052	0.0622098845107	0.281723017292	0.290418549807
ù	0.000579314359973	0.00235368187426	0.0033664326832	0.339887395211	0.0112122735684	0.0570230681702	0.459942219097	0.125635606269
m	0.000675492863324	0.00089163915442	0.00155922789107	0.278600726404	0.00513516748947	0.0425926947234	0.599087539699	0.0714574676897
m	0.000925722454441	0.00363951735147	0.00450738763036	0.102110866801	0.0352507671298	0.302594423574	0.525513641233	0.0254576468026
u	0.000617456340547	0.00444994538105	0.00505548797615	0.0525687329337	0.0449659840906	0.377281087931	0.200609826744	0.314451475574
</S>	0.000309795903873	0.00222517808636	0.00252850863712	0.0458809374668	0.0225033126163	0.188681764075	0.121701490872	0.616169037787
