 	viene	fabbricato	</S>
è	0.000172695715	0.50705479	0.4927725111
r	0.00406297056833	0.81116159	0.184775420433
k	0.337748220189	0.580595904	0.0816558336597
e	0.44776418673	0.521928915333	0.0303068564019
t	0.408707922243	0.576823785111	0.0144683038673
e	0.425537890748	0.542193905037	0.0322682153558
f	0.389640233583	0.560993001679	0.0493667464519
a	0.362419163861	0.44361145056	0.193969386817
b	0.14869310262	0.59745750352	0.253849397272
b	0.38087762954	0.501208173173	0.117914187424
r	0.774309409847	0.174077304058	0.0516133031413
i	0.584687055514	0.105872172353	0.309440801714
k	0.291697380736	0.303549777451	0.404752852571
à	0.194033402339	0.370431092484	0.43553553619
t	0.099967474873	0.397264087495	0.502768465397
o	0.068608450449	0.364507904832	0.566883675132
</S>	0.0343085004615	0.187525315916	0.778166237566
