 	lo	posso	finire	di	scrivere	</S>
o	0.002440638456	0.119723057197	0.299812177805	0.0056544603	0.07366802835	0.49870160355
s	0.167362337585	0.174058185732	0.345980389268	0.0445871051	0.10095932945	0.16705262835
ò	0.229713091528	0.200860118577	0.373554153089	0.0570895962667	0.08275287315	0.0560301465933
z	0.086673681276	0.157450296526	0.429854327696	0.136741649989	0.17020829105	0.0190717527411
o	0.073357672192	0.317093745842	0.259126542565	0.165253357996	0.17844589775	0.00672279622903
s	0.0691404965307	0.373420707614	0.146191424188	0.329416233999	0.07937792165	0.00245325690168
p	0.310491217977	0.175756601538	0.0864784235627	0.380345612766	0.04592303056	0.00100514584994
i	0.409624409326	0.286857607179	0.112725513354	0.159570347355	0.03029728853	0.000924852822697
c	0.156557548993	0.27847014166	0.263173797785	0.131546270785	0.16931078951	0.000941489537566
c	0.369098725548	0.108264404153	0.231151569695	0.0902870396383	0.20080318408	0.000395088605855
è	0.440388466849	0.0621165047177	0.163122643665	0.0383447709228	0.287095068937	0.00893254206528
t	0.148377861716	0.0343484835726	0.160429232888	0.262297968641	0.381935732979	0.0126107324551
s	0.210904441672	0.157816424191	0.0810621126293	0.35087155288	0.19422794546	0.0051175296217
i	0.231166931324	0.215967605397	0.104994720876	0.22777227096	0.176247492953	0.0438509675772
à	0.0776228249117	0.0915109507323	0.220087010292	0.165450010587	0.378717464318	0.0666117178591
t	0.0273728036076	0.0332635700108	0.195853826764	0.347454223796	0.360389304773	0.0356662386197
s	0.104937702803	0.10113235817	0.097818715588	0.529330464599	0.150916889258	0.0158638077399
e	0.129405101094	0.126015522223	0.088181215196	0.414539834866	0.132067950753	0.109790320113
g	0.0432374034757	0.0470368400077	0.161086228399	0.272805469622	0.334941100251	0.140892957228
r	0.0213631301096	0.0246154061026	0.2292092128	0.139162379874	0.508173133417	0.077476766266
à	0.0140754939712	0.0173105136009	0.165880273267	0.0806497412913	0.525484577806	0.196599428755
t	0.0050594026584	0.0076816619003	0.084831825089	0.275625139764	0.408253899269	0.218548074585
s	0.0353690309528	0.0459438627668	0.077237881363	0.537529013255	0.21601420809	0.087905986195
i	0.0451105222142	0.0572447152156	0.0597161602543	0.389159634752	0.102704030697	0.346064908398
</S>	0.0225569889519	0.0287185990478	0.0313579978271	0.207588612876	0.0653557048485	0.644422054199
