 	sta	e	dorme	nel	letto	</S>
s	0.071356646863	0.166278470973	0.121033109765	0.12042587988	0.0235946282	0.49731128015
t	0.339956658954	0.219502573658	0.123648344922	0.12908251096	0.02178524625	0.166024669383
e	0.392425620318	0.189374801219	0.288398246641	0.06645859232	0.00788663836667	0.0554561322743
c	0.14132779018	0.12799577994	0.37228127888	0.319839825107	0.0198430745556	0.0187122610614
e	0.0475697364673	0.05885984618	0.466853489627	0.395445090036	0.0246473158519	0.0066244900438
p	0.0163173505478	0.0386644117267	0.543572129876	0.334935091679	0.063524156284	0.0029868641146
l	0.0256552435746	0.208432656909	0.321808233292	0.365122743893	0.0771990937613	0.00178203829487
ò	0.0571661365249	0.29529523897	0.403831367764	0.205226324631	0.0339399002538	0.00454102922162
n	0.0475269019216	0.13636332799	0.503415782588	0.113620274877	0.192447894085	0.00662583217387
n	0.0779814903872	0.173515047663	0.313156897529	0.178886508292	0.252176629695	0.00428342962462
i	0.0892808842624	0.200127216888	0.37811574251	0.209993168097	0.110821539898	0.0116614373415
s	0.0310731053608	0.093154275296	0.635835867503	0.144045294699	0.0817120516327	0.0141793931138
t	0.0260693449269	0.150839187099	0.461299726501	0.2946707849	0.0615722358776	0.00554869983127
o	0.024783359809	0.1772223177	0.341570376167	0.341763831633	0.0679473739592	0.0467127214038
g	0.00875374678647	0.0779872326667	0.431157062056	0.340144760544	0.0816052829864	0.0603519253013
r	0.00322371427896	0.0750090189889	0.360354604019	0.462514170181	0.0725830993288	0.0263154009338
à	0.00146994797965	0.0736450649963	0.23171080134	0.386534253394	0.211210306443	0.0954296146446
t	0.00067771302655	0.0291691673321	0.23308451378	0.199833780131	0.418792712148	0.118442109882
t	0.0129265548222	0.062303299444	0.20732081866	0.333204742377	0.338563061049	0.045681518784
i	0.0169155652341	0.0711100932013	0.07763336162	0.374587275892	0.186395684016	0.273358026751
</S>	0.00846286805705	0.0360072316807	0.04826470781	0.190587380596	0.192922352008	0.523755478375
