 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.024374932624	0.446870607892	0.0167635671725	0.01193532818	0.00217027128	0.015674744828	0.482210512055
i	0.0915864025413	0.675294802631	0.0366578043908	0.0296688783933	0.0007734783552	0.005275997228	0.160742613632
ù	0.143662090847	0.649582577544	0.0410801991303	0.110039779464	0.000260367117267	0.00178898831733	0.0535860101998
m	0.098563610449	0.442782695848	0.0485940967101	0.130715276488	0.242282288963	0.0179803789471	0.0190816766788
è	0.0572333426497	0.439932258616	0.0608057089034	0.0880698288293	0.322991965771	0.023384981367	0.00758195757407
s	0.0427468223832	0.434665919539	0.0733172749678	0.103345452943	0.329546691374	0.013622595507	0.00275529045249
a	0.0249879992944	0.366926006513	0.111579968323	0.151342630981	0.332716118258	0.0108894519357	0.0015578722975
è	0.0154590651648	0.338862176504	0.100477081441	0.428104350327	0.11193045643	0.00423381823523	0.000933101559533
n	0.00645637638827	0.139331285835	0.0511931858137	0.448717007109	0.337283331354	0.0164848069017	0.000534009313544
a	0.00430693636276	0.240615014612	0.100333641938	0.20444640937	0.424846430451	0.0237188109672	0.00173274980451
v	0.00283600228759	0.279005463537	0.140603203979	0.213218883123	0.249886166817	0.112379147322	0.00207116363484
à	0.00116613825253	0.138345569846	0.105571731326	0.391668307708	0.179981578939	0.181003562441	0.00226317171161
l	0.00164077790751	0.0928770089487	0.084251630442	0.383664285903	0.295209379646	0.139530854147	0.0028261080372
i	0.00177903959584	0.0838021286496	0.092457886814	0.220630745301	0.342034231549	0.191174171382	0.0681218116791
è	0.000776572181947	0.0755950188832	0.087015088938	0.398550448434	0.12367497175	0.224635503794	0.0897523950597
n	0.000535609183982	0.0346431796277	0.047717761646	0.399165932478	0.270261596817	0.213222607931	0.0344532928532
a	0.000376254111327	0.0181391202092	0.0270724075487	0.149304980159	0.322510648439	0.372597862644	0.109998694284
t	0.000808368287109	0.0180086127364	0.0274430641829	0.0660270463863	0.27079709898	0.478780180881	0.138135636761
a	0.00094759435137	0.0154968598121	0.0241067392276	0.0320881201288	0.252673023327	0.54739416696	0.12729354092
p	0.000349717729457	0.00852803650403	0.0172901375759	0.0270120600429	0.103031734776	0.72431805232	0.119470260973
p	0.000274170199819	0.00545050433468	0.0143069076253	0.0257582333476	0.353570148259	0.554299142107	0.046340845991
è	0.00022327223054	0.00265921563156	0.00639809592843	0.0121517259492	0.42117681253	0.444222955369	0.11316789033
t	0.00113664364078	0.0158447945639	0.0206031602628	0.0105343978164	0.258773913953	0.541338318456	0.15176878211
o	0.00144019050283	0.0202011551046	0.0252976671809	0.00978542126213	0.204740383651	0.428801606152	0.309733562703
</S>	0.000720483835265	0.0101619629273	0.0127524742304	0.00498638511607	0.102546490326	0.355379303076	0.513452856351
