 	la	pasta	vuole	sale	</S>
i	0.204366833104	0.210665473649	0.0848832795037	0.004497706355	0.495586770325
p	0.226333854368	0.385054471216	0.221405059835	0.00180977117833	0.165396859158
à	0.107530719456	0.475848747072	0.360265769945	0.00091545964111	0.055439277386
s	0.0638521458187	0.448170975691	0.419103336648	0.050041756972	0.0188317688287
t	0.0513758486062	0.26629788433	0.289639972383	0.385900938991	0.00678532466623
a	0.0300464858687	0.23574252721	0.282722997628	0.44815190362	0.00333602607874
ì	0.0107805113496	0.282317642403	0.555567052543	0.149396036333	0.00193870330291
t	0.00716857317653	0.157137538801	0.466334032848	0.368184756614	0.00117504367764
e	0.0152130853922	0.171230504267	0.327381686283	0.455079305538	0.0310953375259
l	0.0172788971307	0.181211539422	0.284954341428	0.473103365179	0.043451801842
e	0.0114132417102	0.137279641141	0.219899126476	0.479795300393	0.151612668614
à	0.00665294513673	0.167090483714	0.460136622159	0.174964213964	0.191155746205
l	0.00451045071224	0.117886616905	0.431022550053	0.375602816488	0.0709775800683
a	0.00372401732741	0.047666125635	0.154239955684	0.448578369163	0.345791548023
</S>	0.00191684164871	0.0264289293175	0.082918072342	0.234006280081	0.654729924011
