 	sul	muro	vuole	uno	specchio	</S>
s	0.0126395429915	0.434797978285	0.0484643504957	0.002687878795	0.0076295703	0.493780650295
t	0.32959811033	0.447059689428	0.0504987579986	0.00474076419833	0.00348166605667	0.164620987169
o	0.430773401777	0.471360939809	0.0362992404995	0.00550877783278	0.00118063497222	0.0548769591103
t	0.148050041592	0.68451402327	0.0772673168332	0.00860796494426	0.0621330795207	0.0194275067171
ì	0.0549263935307	0.74848025109	0.0934595422777	0.0129831276481	0.0825387958802	0.00761183767937
c	0.0238262426436	0.78180940703	0.0718489907592	0.087584809216	0.0323742040001	0.00255633547912
h	0.0263749073479	0.499924357677	0.0665738469197	0.388973456405	0.0171879683334	0.000965507818707
o	0.0268693829926	0.455270751226	0.0840403823066	0.425776276468	0.0075729225978	0.000470344866236
t	0.00978050400753	0.528797583742	0.0812219674355	0.161612555156	0.217620343019	0.000967068802079
è	0.00591524000251	0.529392651247	0.0880648158118	0.0831670337187	0.291896970006	0.00156327810069
l	0.00469506110084	0.616014457082	0.0957823739373	0.0625436129062	0.219470752335	0.00149372410023
i	0.00342670660028	0.535041552361	0.186633949979	0.0503156413021	0.220150297445	0.00443182986674
o	0.00222143515343	0.35036564412	0.23617749666	0.285892542434	0.117774379148	0.00756849095558
j	0.00098723312781	0.16070407704	0.119108928387	0.347888831311	0.365481309716	0.00582961998519
e	0.00064074513927	0.116021558013	0.126943188962	0.121051442604	0.622402013239	0.0129410589951
l	0.000575617286423	0.124837474338	0.135079398321	0.0444385487347	0.678831904413	0.0162370483317
ì	0.000492257226808	0.0957217457793	0.0671453724403	0.0285070757782	0.693939024804	0.114194500444
</S>	0.000269976910404	0.0683052418896	0.0548114027202	0.0331250978891	0.625592497402	0.217895770222
