 	che	consuma	poco	benzina	</S>
n	0.02555261724	0.150856721956	0.3115223004	0.0189734855	0.49309489741
a	0.0504739937467	0.357490063985	0.4125840768	0.0149857551	0.164466135647
k	0.0455737800822	0.389751317995	0.4920134356	0.0176101023	0.055051437519
o	0.0371932388607	0.506289659332	0.419489773533	0.0184117483767	0.0186156510697
n	0.0307605078402	0.518331506444	0.237847272844	0.205088849402	0.00797189018657
s	0.117613240833	0.354493558815	0.251288227615	0.271790514801	0.00481448526219
u	0.152132247611	0.586231262938	0.163118525872	0.095864321667	0.0026536800874
m	0.066704761537	0.606686087646	0.0915061599573	0.231831792289	0.00327123106247
è	0.0335142466457	0.610973179215	0.0760821446524	0.27653005941	0.00290041433749
t	0.0152990930152	0.581437633072	0.0682241082175	0.331430831783	0.00360839272916
s	0.0677037573384	0.359525374357	0.200888076073	0.367013750594	0.00486908797639
i	0.0828493942461	0.464230881452	0.274944982024	0.157472068198	0.0205026891921
a	0.0283874731957	0.390654096517	0.485859164008	0.070408040846	0.0246912272674
l	0.00982518664557	0.133498824539	0.508463513669	0.335751717062	0.0124607482925
ì	0.00365917417519	0.147839547846	0.41457990689	0.425177937087	0.00874343233083
o	0.00124773289686	0.150110626449	0.701786132297	0.143301274229	0.00355423212361
b	0.000786769710753	0.0528269465163	0.594771882432	0.33984873521	0.0117656491545
e	0.000667202403584	0.0457955113721	0.278347659144	0.459101578403	0.216088048718
n	0.000257517712961	0.0412338335574	0.144795077381	0.532878259468	0.280835317573
z	0.00112932638275	0.0185140369525	0.106566450127	0.763086119823	0.110704046191
ì	0.00143453337658	0.0221644753175	0.183565930042	0.588466853274	0.20436818773
n	0.000497207917193	0.0193733027058	0.151969170514	0.597230397758	0.23092993791
a	0.000170077632764	0.0072959652686	0.057973732338	0.548458712586	0.386101554637
</S>	8.5879292932e-05	0.0040856352843	0.039175788669	0.308092426293	0.648560327318
