 	io	non	so	cosa	è	da	scrivere	</S>
e	0.495700819058	0.0033913863635	0.000787620503	0.000188217747	0.00015364833	0.00203869380947	0.0053153870873	0.492424242938
v	0.606844906353	0.163984892788	0.0584019168677	0.00310304017233	0.00097224626	0.000694825167803	0.0018566102473	0.164141555873
ò	0.354441140784	0.454565597596	0.125882135623	0.00742102505744	0.00200667225333	0.000249948966934	0.000718815753767	0.0547146221309
e	0.186613740261	0.561607765865	0.172924781874	0.0361033390191	0.0240960131844	0.000102332304978	0.000312918562589	0.0182390561363
n	0.0916969147537	0.420635781955	0.271329810625	0.096629509673	0.0726825163948	0.0290172631983	0.0118632436542	0.00614489857919
e	0.0326713635846	0.234314613985	0.487653303542	0.119159103224	0.0696898571316	0.0387255968994	0.0156719068647	0.00211422627273
s	0.0120567310949	0.126213229662	0.530127454514	0.114587174408	0.0559125107105	0.137618386133	0.0218174242682	0.00166711422391
s	0.00572746896497	0.114636301554	0.436273291505	0.141847531469	0.0909984902368	0.184581568044	0.0243360026894	0.00159938233464
è	0.00273305390832	0.135855793851	0.509434683835	0.17323778049	0.0888059554123	0.0771568020147	0.0119186454965	0.00085732840488
r	0.00373437352277	0.107019721284	0.486490711278	0.199469013497	0.0696489504708	0.104651897338	0.0278039728322	0.00118137303496
o	0.00388570409826	0.0648557300947	0.479694800426	0.230773911166	0.0689635001569	0.115675370113	0.0344913676107	0.00165963821165
t	0.00272586262342	0.0455208796982	0.443142653475	0.206677990389	0.0665114800523	0.175297204371	0.0571717502036	0.00295220857055
i	0.00233455579914	0.0391831202327	0.406686591158	0.17348232013	0.0963044433508	0.206386086124	0.0717236500679	0.00389923582352
e	0.00175298482438	0.0641095170776	0.357301547053	0.142751723377	0.282451781117	0.0951595893747	0.0516612980226	0.00481155614117
n	0.00175641359813	0.0678232073592	0.177303557684	0.0811159531257	0.305271358039	0.264273325792	0.0902007773409	0.0122553960471
a	0.000795646638377	0.0321101151197	0.163012244561	0.0727874150419	0.224718590346	0.351316978597	0.13803281578	0.0172261710157
g	0.000287120115126	0.0170197510399	0.148337729187	0.0816966636806	0.219818126782	0.236781809532	0.285108238593	0.0109505534719
r	0.000421721558375	0.01964928668	0.084142490729	0.0762280678935	0.190821938927	0.295511716511	0.322735726198	0.0104890549573
à	0.000452995337525	0.0196624247267	0.0599423299097	0.0567613232978	0.154884344976	0.243988393837	0.350967475399	0.113340700319
s	0.000628171730575	0.0135661370756	0.0629278196366	0.0586014584326	0.072081535992	0.221972566279	0.423745575133	0.14647672844
s	0.00171122681019	0.0141560013585	0.0636557188789	0.0613749618109	0.0656948959973	0.465798632093	0.273082295044	0.0545262676467
o	0.00159790321656	0.0080595399595	0.029228180693	0.028526722037	0.0551360816658	0.421522879698	0.177701915015	0.278226765716
</S>	0.00079956442803	0.00414882723975	0.0170636484465	0.0161169696685	0.0334171978329	0.224162468349	0.175618802508	0.528672502858
