 	non	aveva	dove	a	stare	</S>
e	0.290676084302	0.193810576359	0.015034259803	0.000541297355	0.11670393594	0.383233894705
n	0.295648401434	0.344167735453	0.191753651601	0.00152404430833	0.03905319318	0.127853027862
ì	0.141519141811	0.472434835151	0.325916363867	0.00392727596944	0.0133828239333	0.0428195769107
c	0.094708967937	0.44974342505	0.426750601289	0.00826124708981	0.00598234974443	0.0145534151502
h	0.0485226133123	0.37368724835	0.544109333763	0.0216123810299	0.00419908938148	0.00786929893007
e	0.0239169873041	0.313854792783	0.629736944588	0.0244461676766	0.00234470168583	0.00570035997669
p	0.0092349563347	0.216012584261	0.690763014863	0.0296847988922	0.0506598591206	0.00364480129223
u	0.00582372381157	0.202406778087	0.675815938288	0.0410557109641	0.0684847088402	0.00641318823074
s	0.00567441260386	0.212663232696	0.615808052763	0.0469499013214	0.10695874208	0.0119457064102
t	0.00602884286795	0.154294769899	0.354440761921	0.0492634177738	0.42514989736	0.0108223208034
a	0.00498403542265	0.0910943572997	0.329303744974	0.0611102012579	0.454189784453	0.0593178632678
t	0.0103479542742	0.1407572741	0.545449634991	0.0578394584193	0.169648249151	0.0759574262893
ì	0.0115595321781	0.1282684117	0.424896595664	0.0411974594731	0.138463348717	0.25561466063
</S>	0.00605102021905	0.06858444135	0.236245973832	0.0448705177366	0.172766269358	0.471481780315
