 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.226753699143	0.273072595088	0.000161054969	0.00013678196	0.0001530305375	0.00030982808	0.0028646306303	0.496548358852
t	0.262921476381	0.390832348363	0.142845748943	0.03192260139	0.0033575922775	0.00120288111333	0.00139277366363	0.165524587366
è	0.169830262127	0.533629682788	0.191913281548	0.0425944852433	0.00443018898283	0.00150261571644	0.00091264363121	0.0551868678287
l	0.110064068042	0.555435914263	0.206583029083	0.0538603231944	0.0238853272179	0.0254924642508	0.0062038599204	0.0184750470952
i	0.066073150014	0.564003024754	0.233304866361	0.0584773475315	0.030412247286	0.0335217290969	0.0079640274168	0.00624361965173
f	0.046197221338	0.492409914251	0.28594755212	0.0930552889772	0.0348345673087	0.0317969420456	0.0134514502489	0.00230703991058
a	0.0375201617793	0.399933657417	0.370074827373	0.108251974326	0.0364115067362	0.0313676409485	0.015376647893	0.00106358748019
m	0.0391257455931	0.373510972472	0.311878222458	0.0860776327753	0.0447032965454	0.0617867792495	0.081437229441	0.00148015153673
è	0.027312131531	0.339891597491	0.302441950819	0.0872266175918	0.0478247176151	0.0745207427498	0.11820116648	0.00258109841224
n	0.0166772131103	0.310233109164	0.205040459606	0.0447932708639	0.0283706406384	0.13825917725	0.253315858827	0.00331029080408
o	0.0102306483034	0.286288079721	0.166840502535	0.0473469519546	0.0237683487461	0.16279536375	0.289071272276	0.0136588309347
o	0.00878234983447	0.382002346574	0.184211790845	0.0569711139849	0.0157791234487	0.125406282583	0.189037310092	0.0378096823116
l	0.00405184081149	0.236850515858	0.127681088615	0.0453201536616	0.0430003824829	0.188666020861	0.319071696697	0.0353583196705
i	0.0025685710705	0.105173598953	0.265197824538	0.119947306887	0.049982390161	0.152498553287	0.283389933899	0.0212418094568
m	0.00744677235683	0.084884079651	0.334501068179	0.165488648962	0.043014939387	0.107878694096	0.2383096063	0.0184761731523
i	0.00866510485228	0.064729882217	0.244341779393	0.245833642987	0.0451509197957	0.106795416699	0.229821445433	0.0546618303841
a	0.00350108345076	0.0448626370723	0.180303416464	0.272739320996	0.0331431692652	0.1208827609	0.181137628478	0.163430016795
f	0.00178839168359	0.0299915331241	0.0935642221547	0.137504254332	0.0377216157551	0.156533113633	0.384152362826	0.158744505932
o	0.0011400837312	0.0160145311414	0.0673200873849	0.112747032111	0.0323189459184	0.113746049878	0.378378636609	0.278334615644
r	0.00253844784707	0.0358900587138	0.0626185011283	0.10781992337	0.0223865953061	0.0847327319593	0.355464961203	0.328548774215
à	0.00288925719102	0.0405570479046	0.0372683213428	0.0510376251567	0.015863004022	0.0679873839198	0.390135453734	0.394261893738
</S>	0.00146051265851	0.0230142739523	0.0190652691214	0.0269829096284	0.008112361391	0.0368893468599	0.283215961867	0.601259346869
