 	devo	pulire	l	albero	</S>
è	0.499688648295	0.0001450907585	4.32380165e-05	0.02058750019	0.479535548917
n	0.661121019432	0.0527762041195	0.00701468487417	0.09666236819	0.182425740251
a	0.711767356477	0.0734338817065	0.00936664168472	0.121939074865	0.0834930592837
k	0.597047312159	0.0971136142355	0.0283155492882	0.247286893757	0.0302366729612
a	0.55059253072	0.112821238079	0.0348804835627	0.289134197196	0.0125716055871
t	0.515722817907	0.0697711893597	0.0275902833209	0.380609631675	0.00630609622903
à	0.497992713636	0.0505942907866	0.0254024080736	0.421290710558	0.00471991657634
r	0.491791122545	0.0247892649289	0.0148014389912	0.465693003519	0.00292526592545
o	0.428055658848	0.0203497513096	0.0129496121637	0.479851742506	0.0587932763085
t	0.401651116449	0.0195780799032	0.0116115438879	0.488687142169	0.0784721271028
o	0.298234492316	0.0264538201011	0.0132155476293	0.502125703056	0.159970444034
n	0.259127773905	0.0264991947137	0.0107247558764	0.506794786685	0.196853484678
à	0.112861525768	0.00931093318457	0.00600303762547	0.745931678895	0.125892831559
r	0.067362144256	0.00356709696152	0.00328612880849	0.833885412965	0.091899218353
b	0.0269081769187	0.0222136412872	0.0788366188695	0.840057424322	0.0319841461843
u	0.0099503912229	0.0282585293999	0.103114582399	0.514725913474	0.343950604295
r	0.157736768158	0.0137568184375	0.0430014535757	0.327964089858	0.457540886765
o	0.207278684953	0.00892235678583	0.0229705659286	0.266758425886	0.494070004255
</S>	0.104276915827	0.00446673485291	0.0115013450693	0.135187836843	0.744567222128
