 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	1.57295265e-05	0.496808728245	0.0022935658	0.0035235952	0.00190685574	0.003071702575	0.0199149980305	0.47246477054
m	0.0419809164298	0.694632942748	0.0593934933667	0.0306397215333	0.00749840304667	0.00137895756167	0.00695063117383	0.157524886033
a	0.0576673338099	0.758907464249	0.0792789394556	0.0393868364678	0.00880200644889	0.00078494078389	0.00262865625164	0.0525438010339
r	0.02204882877	0.721161371416	0.0844887681519	0.120490924779	0.0321570429163	0.000564563757963	0.000949102740913	0.0181394014076
a	0.00953164755667	0.708898590472	0.086231103984	0.14772017386	0.0400592424388	0.000497260005321	0.000389515591204	0.00667246881687
n	0.00435566611222	0.638632573491	0.0514588225947	0.264225836887	0.0352727889463	0.00146886963444	0.00163920093463	0.00294624865329
g	0.116355346831	0.425728101164	0.116490900865	0.302756705362	0.0330140242921	0.00189633216148	0.00205595125604	0.00170266203338
i	0.15377928891	0.438006050388	0.116951286388	0.105306986854	0.183853306074	0.000751062312827	0.00068628746648	0.000665751200077
à	0.0514738833677	0.626109500129	0.039262698376	0.039486850918	0.242852215358	0.000256519619942	0.00023026581626	0.000328107705359
n	0.0174155631002	0.568445660043	0.034821358272	0.257800520273	0.110069547786	0.00591090217998	0.00423324082955	0.00130325326712
e	0.0106205024134	0.458800546681	0.0441489547573	0.364170536758	0.106840901929	0.00803930550999	0.00566029442318	0.00171896992237
è	0.00809991559047	0.698183092227	0.0261175808858	0.155325908819	0.10642258531	0.00299715291666	0.00208696645773	0.000766796834123
n	0.00307361961616	0.568159957409	0.0465226129286	0.28473157284	0.0660538024367	0.0146625719356	0.0155309893226	0.00126488313804
e	0.00359881233872	0.39057700247	0.0779917043095	0.388107020947	0.0983329601456	0.0190165996119	0.0207726975409	0.00160322875935
s	0.00366567387957	0.328048086157	0.118493168103	0.375027203649	0.110442871715	0.0260224518373	0.0359604136136	0.00234015413312
e	0.00225514155986	0.267144214052	0.134533109368	0.391978791216	0.128126298905	0.0288672019458	0.0442726865379	0.00282254771104
g	0.00155582605662	0.293136281351	0.111824563123	0.243906285072	0.191180709635	0.0261080309819	0.130595910846	0.00169236090368
i	0.00270247972221	0.202391847117	0.080268185041	0.123265589024	0.410880289878	0.024185071474	0.155392061409	0.000914443781227
r	0.0034730870074	0.134208317372	0.109011639014	0.174380635675	0.443462578293	0.0379656583047	0.0964531149297	0.00104492600708
è	0.00160880760913	0.113745107457	0.115431152738	0.187190821892	0.440164194431	0.0428273070016	0.0970400673099	0.00199249646903
t	0.000727347326377	0.0926508924857	0.0587686829793	0.240588190631	0.427606680144	0.0340807285672	0.141135561437	0.00444190435634
s	0.00234693305879	0.0479605866619	0.192388579993	0.262214645544	0.158659600601	0.174724858189	0.157440060479	0.00426475927778
i	0.00276234069793	0.0212508173873	0.222175414664	0.167850927181	0.264992828754	0.20238876051	0.0987560018263	0.0198229232516
d	0.000969305007643	0.0435984401291	0.0859063942213	0.141947941394	0.383828866251	0.0761339132833	0.242477868942	0.0251372620839
ò	0.000350107600548	0.052535066043	0.0359158529738	0.066838699798	0.502639615417	0.0338709293444	0.293778662981	0.014071030028
p	0.000163666734849	0.0333255630143	0.0162857742246	0.0636362235993	0.546385505139	0.0226769476981	0.302347000994	0.0151792770093
u	0.000219711258283	0.0241089770048	0.0149982814082	0.107503287866	0.420539255046	0.0191077303094	0.300395456998	0.11312729767
e	0.000209206710228	0.0174705400016	0.0347411874694	0.088776816622	0.318238671682	0.00961481084647	0.336535388999	0.194413382557
m	0.000438755714209	0.0177928760005	0.0782215491565	0.159100986207	0.138640406894	0.0425759866155	0.440399513	0.122829948852
a	0.00051695165457	0.0108357944002	0.0788767273855	0.209668970069	0.0721234286313	0.0516176429385	0.444759587667	0.131600930951
r	0.000191489491357	0.00556014930007	0.0403296371285	0.17312173469	0.0714689062104	0.0267929090462	0.551035062556	0.13150013115
è	8.08864762083e-05	0.00334084970002	0.0173181840428	0.12990694693	0.0677077664035	0.0176711589321	0.711717154185	0.0522570722167
i	2.69813540875e-05	0.00141437260001	0.0059276915376	0.04395113811	0.0603661498012	0.00610094974303	0.561780367062	0.320432348406
</S>	1.34930364369e-05	0.000896235100005	0.0030473790538	0.022590854705	0.0612026799006	0.00308024464501	0.304930007031	0.604239099203
