 	non	aveva	da	stare	</S>
e	0.355479139623	0.140905273445	0.002506138985	0.09330838665	0.4078011056
n	0.376244676541	0.419072561148	0.029819063095	0.0369551729833	0.137908569667
ì	0.216192165514	0.648695047049	0.0622786876983	0.0233425273278	0.049491610089
c	0.156834656171	0.658342615683	0.149648747566	0.0161975777759	0.0189764156297
h	0.0827596613903	0.668006641894	0.189999015855	0.018476919592	0.0407577780099
e	0.0451035553634	0.643682467298	0.240632318618	0.0172810439973	0.0533006373366
n	0.0185060596878	0.451707105766	0.286452899539	0.207603933799	0.0357299844455
a	0.0130294965626	0.326999291922	0.306354986513	0.285071633933	0.0685445654818
s	0.0142506501875	0.319193823974	0.301420518838	0.283126833978	0.0820081508273
t	0.0114012597292	0.196260438325	0.154768474179	0.595290927993	0.0422788835758
a	0.0066627204764	0.092995904775	0.133553679293	0.538879046664	0.227908625492
s	0.0190370290588	0.240726206592	0.236657243098	0.211985171555	0.291594344164
ì	0.0223606133996	0.266424719697	0.200852039033	0.172087802518	0.338274837055
</S>	0.0113788792698	0.135235001099	0.117023156516	0.209058016259	0.527304948527
