 	l	ho	sentito	che	veniva	</S>
o	4.56988759e-05	0.487695024152	8.7983084e-05	0.00765832755	0.0065971716	0.497915850628
n	0.00379417596197	0.713724074717	0.00642014522267	0.0368886551833	0.0715452248667	0.167627765128
ì	0.00541183968732	0.737333658239	0.0113830337409	0.0862767997278	0.101977703956	0.0576169602427
k	0.00245911396244	0.61166434608	0.0158205639136	0.153183123243	0.193716836985	0.0231560036142
u	0.00256527422081	0.55100935536	0.0292738206379	0.163420206414	0.240178675662	0.0135526632381
s	0.00266038249027	0.454290293453	0.0746199088793	0.319920674138	0.140855220554	0.0076534970127
a	0.00325691271342	0.307630579484	0.11025793296	0.460613394713	0.108083172185	0.0101579787376
k	0.00536918983781	0.282058953161	0.128755220987	0.476000681571	0.096008699395	0.0118072635792
a	0.00489428244594	0.185737501054	0.124800845329	0.55420312719	0.106399981798	0.0239642878597
è	0.00250648989958	0.206069210351	0.0671323287763	0.399433572397	0.298289860599	0.0265685597199
r	0.00143449615079	0.180787016784	0.0692223015921	0.326702454132	0.410006803533	0.0118469439066
k	0.00230126071693	0.0808743768613	0.342109857197	0.341148201377	0.227144903741	0.00642137443337
a	0.00199303035751	0.0274013565538	0.386534076328	0.174561916626	0.210025770477	0.199483802042
t	0.00143161857104	0.0300800998513	0.140815733705	0.235100771709	0.319274666826	0.273297083347
o	0.00124548628968	0.0308992504238	0.0590461841683	0.26319840557	0.313212892275	0.332397777116
</S>	0.00062597279384	0.0156160389219	0.0297715249842	0.145742175285	0.294288511137	0.513955788558
