 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.010827448755	0.37088387934	0.113860452585	0.00165620075	0.00436255225	0.014110371365	0.0148632479	0.0128564085	0.456579458645
a	0.0108567979217	0.69942276978	0.118391706195	0.000939335306667	0.00302838218333	0.0049114485832	0.0053924192432	0.00483574168757	0.152221410071
t	0.00369876554057	0.597642146593	0.305744304065	0.000461614035556	0.0355145716611	0.00188060509593	0.00221671602427	0.00208611451676	0.0507551769701
r	0.16751590241	0.250580164531	0.375916854688	0.139342023355	0.046488359987	0.000890656238643	0.00116159553309	0.00117085651059	0.0169335887382
a	0.222131038223	0.41438778051	0.154917631563	0.186080289018	0.015734334889	0.000318416658114	0.000391537362397	0.000393864661863	0.0056450944057
v	0.0741080270327	0.48256018217	0.319961970521	0.0684605512393	0.0391203717563	0.00105195484127	0.00596181371383	0.00686210014062	0.00191301971337
ù	0.0247457570162	0.415912302723	0.46447574684	0.0289218167798	0.0471226856521	0.00129673053826	0.00782090233761	0.00903476934021	0.000669286016423
d	0.0085051477724	0.444953590908	0.478785905613	0.0131007339599	0.0313367949507	0.00143848493725	0.00872476954554	0.0129161544067	0.000238430248108
i	0.0034645961908	0.419729700303	0.506324801871	0.00881414448663	0.0332961733169	0.00212306951242	0.00972918611518	0.0163065789022	0.000211777826703
a	0.00153221243357	0.480868853434	0.479815533957	0.00417750133221	0.0204575571056	0.00134940087881	0.00396883941706	0.0076415649674	0.000188575248768
p	0.000635091961157	0.323957963811	0.550019777986	0.0069176314474	0.0411720593685	0.0069198648676	0.0378580309177	0.0320464862225	0.000473112289456
l	0.0930615107337	0.127130457937	0.408244371662	0.225458442482	0.0471127125562	0.00915364882253	0.0491710790409	0.0400981862945	0.000569586851652
è	0.124152807511	0.131121413312	0.234100069554	0.314639760827	0.0804437436187	0.0385858011408	0.0274874684153	0.0486532576518	0.000815690605717
o	0.041791071502	0.170004001104	0.442982823185	0.126787276119	0.0967152652062	0.0480211484789	0.0202727977518	0.0525236793173	0.000901967037906
n	0.0140899083723	0.101625794701	0.455805965728	0.048413496883	0.0550311600687	0.038482230925	0.172067632197	0.110834911872	0.00364894074864
ò	0.00492577694743	0.044373224567	0.367160179909	0.0438527946277	0.114919851023	0.047477411975	0.225751079732	0.146930610624	0.00460906347288
r	0.00183949498581	0.067417750189	0.431056266636	0.0413852825426	0.138526479341	0.041692697325	0.157385525577	0.117709166875	0.00298726421429
r	0.00732906598194	0.0679197993963	0.264348460879	0.331532711848	0.0703138471137	0.0338996134417	0.131914033059	0.090343358975	0.0023990718991
i	0.00927513699398	0.0248086389321	0.0992256319597	0.427498623949	0.0783022673712	0.183188910481	0.082312885553	0.090590059675	0.00479783529403
a	0.00333635880733	0.0129284737774	0.28972179032	0.14791707295	0.13112539579	0.228347296827	0.067750308851	0.112912806558	0.00596043736468
è	0.00111282810234	0.0136145559258	0.595652196773	0.05104315615	0.12575963193	0.078284387709	0.026421411617	0.105245998853	0.00286578172156
r	0.000492026058013	0.0178218396419	0.477329982258	0.02667669725	0.0881588039767	0.064307858003	0.170335698872	0.151417839618	0.00345924957385
k	0.00630618035267	0.0143564966806	0.187916528719	0.332261547417	0.0508380836589	0.0663303333343	0.217288416491	0.121557050679	0.00314537942692
u	0.00824092827422	0.00563814379353	0.0665254602063	0.426455996939	0.0446786702196	0.162919205111	0.116842042364	0.134994591033	0.0337049643779
t	0.00291752931141	0.00291641669784	0.0316246260688	0.143983457113	0.0501375134065	0.339121931704	0.200554160788	0.183688897011	0.0450554358593
t	0.00847979416714	0.00303436599928	0.0245517943563	0.209284462704	0.0625515361355	0.366633460568	0.200652476929	0.108611267004	0.0162008140631
e	0.0103360624157	0.00214854033643	0.0171173588854	0.231075915735	0.0769355570452	0.359104080189	0.128743818976	0.138172573668	0.036366095731
g	0.00350217426423	0.00203040018214	0.0348187797285	0.077726708125	0.0715301056817	0.276845533396	0.156070259659	0.334123907889	0.043352144087
r	0.0343899175204	0.00406821889405	0.0662975102428	0.130868377422	0.104524991894	0.182396877799	0.14569818322	0.316693499296	0.0150624358057
a	0.0447952424935	0.00348573309635	0.0506656512809	0.149252654874	0.102498853965	0.2094572926	0.109509831073	0.236271016432	0.0940637208686
m	0.0151263301612	0.00149586859712	0.0202619839603	0.0511029637913	0.0526554569883	0.351478477533	0.168356407024	0.218413295477	0.121109229956
m	0.0204842780637	0.00162737353237	0.0139624229868	0.240996754364	0.0467119479961	0.374444735844	0.160635448341	0.099722100159	0.041414965896
è	0.0221885231003	0.00136384559752	0.0099340907856	0.303817156715	0.0416506596654	0.215282465281	0.074704246447	0.12520949172	0.205849504876
n	0.00739832386087	0.00057094660924	0.00423659821853	0.101391124068	0.0267164645551	0.236573398427	0.152542666482	0.208813590573	0.261756856559
a	0.00246942832529	0.000307460148813	0.00245399872284	0.033951635836	0.0253425145184	0.267094876142	0.190437922161	0.226135223524	0.25180692712
s	0.000833962755097	0.000236770595338	0.00203436505761	0.0115282406087	0.0206225231728	0.272607702047	0.203214707387	0.239487374508	0.24943437704
i	0.000287117130266	0.000213293631779	0.00196354738587	0.00410559447623	0.0241846997243	0.364943567349	0.211106482462	0.236228844836	0.156966890347
n	9.7304414932e-05	9.19964139263e-05	0.00117713072862	0.00156662205874	0.0237760419081	0.325949265783	0.225194114154	0.267120541612	0.155026990116
ì	3.27756987373e-05	5.40448083088e-05	0.00113177074287	0.000609728276247	0.0156852033027	0.172451982594	0.207380833718	0.507063817204	0.0955898090387
t	2.72072253958e-05	0.000538850846436	0.00187803131429	0.00113938330208	0.0128131037676	0.129224874865	0.237614933573	0.546820209068	0.0699433786796
t	0.0047756388568	0.00168689051548	0.0071729552381	0.143385794434	0.0428929792559	0.211134834955	0.271503304524	0.268737168689	0.0487104160365
a	0.00634470910117	0.00155341952829	0.0080253941977	0.189919809381	0.0503396905853	0.180107353318	0.127273093841	0.12083232723	0.315604188489
</S>	0.00317612052394	0.000777215198845	0.00406013077635	0.0949908415455	0.0260299940427	0.099632519159	0.0728899454205	0.092045841615	0.606397394245
