 	io	non	ho	niente	da	mangiare	</S>
e	0.496444810042	0.0027377227875	0.00076781482	0.00016216025	0.0001835608965	0.0340821882345	0.465621683002
v	0.630544610014	0.135138845129	0.0159649500733	0.04743958032	0.00425333672983	0.0114512515012	0.155207362631
ò	0.376577766671	0.389043548376	0.0691256700244	0.100927036773	0.00863129857661	0.00395835608707	0.0517363272467
e	0.180807345557	0.438469149459	0.187357480008	0.161889628924	0.0127656915255	0.00146448801569	0.0172461976392
n	0.0862417848523	0.323903793153	0.291504836669	0.196696982975	0.0720549501752	0.0238131446719	0.0057844470263
è	0.0322214268508	0.262082641051	0.37238945889	0.202786044325	0.0963560733917	0.0321897030906	0.0019746499801
c	0.0173076291836	0.206916113684	0.361091822963	0.296112964775	0.0910483477972	0.0268490858969	0.0006741061067
h	0.0123792040279	0.131905326561	0.432857720988	0.287968614925	0.0904552252657	0.0438065109656	0.0006274863409
o	0.00470306850597	0.0638216665203	0.395962880329	0.442902421642	0.0567939154219	0.0349708143552	0.000845287246967
t	0.00428530603199	0.0541402898401	0.21077895011	0.553499780547	0.076640859474	0.0977996631517	0.00285514424899
ì	0.00413163183833	0.0579751536134	0.164598130037	0.470947163516	0.156677773158	0.140526877717	0.00514324161633
p	0.00289007417378	0.0465623275378	0.145929133346	0.497755441172	0.170265809053	0.132395575906	0.00420158720544
o	0.00246539148459	0.0358986155126	0.121931646115	0.535609713724	0.173638387684	0.118495145302	0.0119610637351
t	0.0018466112882	0.0300780908375	0.0892740170383	0.476604411241	0.182779985895	0.197853315101	0.0215635605784
i	0.00164046718007	0.0280130236125	0.0741983073461	0.308645050414	0.265498308632	0.279696595034	0.0423082431928
n	0.000572591297357	0.0135245942042	0.0371271634487	0.194546116805	0.280746269544	0.390650628345	0.0828326550643
a	0.000214890350586	0.00648281923473	0.0194211214829	0.111036972935	0.207255119848	0.529914856115	0.125674237021
f	0.000245375328329	0.00714704491158	0.024714599161	0.136870821645	0.190252269949	0.511294752038	0.129475157674
à	0.000253922037743	0.00664198075386	0.024356229387	0.131208565548	0.108434443316	0.650178684013	0.078926202558
o	9.9866562881e-05	0.00237879214795	0.00896583529567	0.0486782862827	0.0515783344387	0.702521938004	0.185776962186
</S>	7.20280344405e-05	0.00136950674398	0.00520542789784	0.0277235872914	0.0320204322193	0.609004684002	0.324604341093
