 	può	che	sono	ancora	svegli	</S>
i	0.459539906859	0.0290004189451	0.00669568813	0.004928297565	0.0158981115632	0.483937565803
s	0.579609748953	0.148861900648	0.0780616713767	0.026699555855	0.0054248171032	0.161342289175
ò	0.558075676318	0.236908823549	0.109802578126	0.0394654619517	0.00193380215073	0.0538136570507
z	0.440571554439	0.206529364516	0.221297713709	0.103911617317	0.00902630095991	0.0186634405372
i	0.195572323813	0.250912414839	0.377927551236	0.157019632439	0.01148085692	0.00708724882907
k	0.111932834271	0.25031489828	0.369745070412	0.212540060813	0.0514611335733	0.00400605069302
a	0.0596295434237	0.209179716093	0.345479763471	0.317786356938	0.0649182934411	0.00300632796434
ì	0.0758046714746	0.271780482031	0.32491163449	0.304422292313	0.0218771811287	0.00120375830645
n	0.0691881146582	0.236213410677	0.278760141497	0.225344200771	0.187624044775	0.00287012722048
e	0.0261172360861	0.118734005892	0.213152090499	0.394789450257	0.243454556725	0.00375266790683
a	0.0117707117287	0.086321085964	0.236562010166	0.581228850086	0.082032824275	0.00208449840228
n	0.00668543862623	0.0629361416547	0.206256950055	0.398432726695	0.317145971658	0.00854274060076
k	0.00873761625874	0.0654620718849	0.138451013352	0.373698385565	0.403364187219	0.0102867245803
ò	0.00948652545291	0.066349531295	0.113653490451	0.618162995188	0.158844019073	0.0335034862401
r	0.00550240785097	0.032585685765	0.079504552817	0.680156281729	0.160378289691	0.0418728479467
a	0.00415271741699	0.0218337859217	0.0703374826057	0.66812724391	0.16532982323	0.0702190105156
a	0.00193058200566	0.0134153136406	0.0498701438686	0.756526081303	0.0810663410767	0.0971915901719
t	0.00125982826855	0.00880590564687	0.0372465326229	0.570540047101	0.321118977026	0.0610287193906
s	0.00176255035618	0.0122209219823	0.036746257541	0.4055771357	0.512233835675	0.0314592921635
ù	0.00161844042939	0.0118478943441	0.0317802592803	0.4312471519	0.338370955225	0.185135313754
n	0.000557575377463	0.0041370998547	0.0122758008601	0.257599335967	0.487131285075	0.238298909918
n	0.000320469762821	0.00292043900823	0.01042540762	0.161384657322	0.735852661692	0.0890963566393
i	0.000237983199874	0.00242592328141	0.00876955644	0.135529467774	0.508742631897	0.344294433546
t	0.000525777298891	0.00217903537247	0.00886700204667	0.140607774591	0.424620635299	0.423199791749
i	0.00062173745033	0.00209075669682	0.00886306326889	0.161110594864	0.4208437351	0.406470144483
</S>	0.000311663351215	0.00105875520741	0.00459351201444	0.127583347432	0.26639708255	0.600055672242
