 	le	ragazze	vogliono	guardate	</S>
t	0.00737751284825	0.490669350032	0.0021366196	0.01093177095	0.4888847219
a	0.00796387358275	0.823365243344	0.00153585985933	0.00377153404633	0.163363485693
k	0.00331599020425	0.940142381115	0.000641515702443	0.00129842906178	0.0546016847243
o	0.00207591261142	0.978599580372	0.000398079594148	0.000501086053927	0.0184253619181
r	0.00310076747047	0.937199540124	0.031308392968	0.015750809768	0.0126404982827
à	0.00265090275682	0.924352906708	0.0415707337777	0.020808710128	0.0106167209492
s	0.00135147228561	0.926409968903	0.0535491923809	0.0136773725813	0.00501200183807
i	0.00265238506187	0.922738776301	0.0581602922603	0.0120137437604	0.00443477594602
a	0.00272490791019	0.9696884921	0.0200455178934	0.0047262080148	0.00281478340034
t	0.0028908184263	0.6813233107	0.246828791638	0.0667221778663	0.00223485061845
è	0.00314334950877	0.5838577169	0.322637983013	0.0879815570554	0.00237943367282
l	0.00224596433626	0.6722302623	0.235820156804	0.0857938467851	0.00390986795761
o	0.00309002624542	0.585519810767	0.213985784268	0.139794435595	0.0576100196525
n	0.00237254119814	0.411917135322	0.081214731956	0.424491208532	0.0800044208842
e	0.00111761198238	0.336117366841	0.034315166852	0.543421402844	0.0850284612947
k	0.00180074972746	0.334716085614	0.101598679951	0.480088934281	0.0817955236649
a	0.00197773980915	0.203828401871	0.12991126465	0.56783256476	0.0964499977883
n	0.000934686799283	0.135955041124	0.05525671555	0.70246127492	0.105392270596
o	0.000341585732661	0.068807174208	0.02258775085	0.76575109164	0.142512398199
n	0.000143748204887	0.0462156428693	0.0113545380167	0.780617180547	0.1616689244
i	6.84844372957e-05	0.0217400314231	0.00653398320557	0.765016933516	0.206640603133
m	0.000822609357432	0.0180170494744	0.0638820202019	0.707754221172	0.209524138111
m	0.00715524868581	0.0130851736581	0.361318593401	0.547505283724	0.0709357679123
è	0.00848639606059	0.00677393189937	0.400567036307	0.299465441241	0.284707234113
n	0.00283048964705	0.00268855544646	0.134918067509	0.501823253747	0.357739613038
a	0.000945018003773	0.00132269588215	0.0463370631263	0.521576327916	0.429818859346
</S>	0.000472591491722	0.000886552091075	0.0232445671481	0.297319403958	0.678076859673
