 	hai	già	mangiato	</S>
è	0.13492678697	0.364224238216	0.02857253435	0.47227648865
c	0.15863355399	0.657876366072	0.0210636640167	0.162426478317
h	0.158330399663	0.758101262024	0.0216608603389	0.061907529439
i	0.173431069888	0.787645040675	0.010785866903	0.0281380651463
g	0.103198983963	0.697030163558	0.185707812091	0.0140630654154
i	0.0890223319877	0.639666937853	0.245375780864	0.0259349555051
à	0.0807152843292	0.798823445951	0.0877286951213	0.0327325685017
f	0.0320548748764	0.600134594317	0.352101336374	0.0157091765006
a	0.0135597845255	0.239586287106	0.605056378791	0.141797554167
m	0.00801870664183	0.117870499702	0.69114559293	0.182965226789
è	0.00560086984394	0.0714637539007	0.752531230977	0.17040417433
n	0.00205179343465	0.0565744739669	0.741004093659	0.200369672777
a	0.000817953086383	0.0289119271423	0.53823641922	0.432033742259
</S>	0.000409682670441	0.0146270733011	0.27374061661	0.711222671129
