 	voglio	che	Maria	che	venga	domani	</S>
i	0.02158749694	0.03795680614	0.39616101029	0.010293433915	0.00578863425	0.03314151315	0.495071106355
t	0.325774792313	0.0562094740467	0.396807127963	0.0183889546383	0.00393790401667	0.0338219813167	0.165059741131
è	0.469393997438	0.0462896110156	0.374646583854	0.0306621462128	0.00210230877222	0.0218691823722	0.0550361438578
l	0.218717721479	0.0527434200052	0.421216427951	0.125599500738	0.0298641375907	0.133358022457	0.0185007576241
o	0.255029652826	0.198455560002	0.196965946984	0.143202457913	0.0390326863702	0.160992790262	0.00632087097157
k	0.280786002942	0.318608320001	0.0776667619947	0.179118736971	0.0689615309634	0.0725892215307	0.00226938802739
a	0.277947939647	0.368972723334	0.0372574557316	0.192539496657	0.0792190253211	0.0431436555636	0.00091964213533
i	0.259482322549	0.291946625445	0.199685394977	0.100812739886	0.028122847007	0.119588084908	0.00036193796131
M	0.099727870183	0.110169236815	0.332349071659	0.141023913295	0.0274036592357	0.288799824969	0.000526402517103
a	0.375034176728	0.046578401605	0.190543849605	0.121357831483	0.0258583099141	0.240100395783	0.000526999340257
r	0.632925218909	0.167989732535	0.0635193001887	0.0459605132123	0.00939583840687	0.0800336807541	0.000175698174559
ì	0.682821719636	0.242082737512	0.0213050991149	0.0225578799374	0.00445000300229	0.026721095514	6.14885274363e-05
a	0.562622149879	0.296301809171	0.0172745604883	0.0953633331791	0.0116793699341	0.016442099068	0.000316732151812
n	0.26615186996	0.404392439724	0.0161982871294	0.19102473106	0.106427663645	0.0151310790227	0.000673954383937
a	0.182127249987	0.438620486575	0.00821211017647	0.200497163687	0.160713107882	0.00891095000757	0.000918952894646
r	0.125246744662	0.364891212192	0.0308850885588	0.248716197896	0.158909569294	0.0697459210025	0.00160528509822
t	0.076653947554	0.250108947397	0.0371602224529	0.245543852632	0.299479876431	0.0895919292342	0.00146122043274
i	0.0575382508513	0.198295937466	0.0548572640843	0.199828190877	0.34815293881	0.108556485311	0.0327709077442
à	0.0253581625771	0.0939920702973	0.124577179695	0.152318994626	0.192996910803	0.350247518437	0.0605091192481
v	0.0094108689857	0.0319666945078	0.174190093232	0.122447859209	0.0741290931343	0.550161029479	0.0376943401694
v	0.268399785829	0.0462235314359	0.126112611611	0.115269874736	0.0483343647114	0.380754785526	0.0149050788098
r	0.370886309276	0.270829952145	0.0426885016237	0.0690677915787	0.111184396904	0.127975798742	0.00736728264993
i	0.140736702617	0.310845261505	0.0146319059246	0.0388422711429	0.116291443081	0.0438678018807	0.33478459893
</S>	0.0704053495965	0.155587296938	0.0074549102073	0.0196108539964	0.0583442677105	0.0230645125903	0.665532784465
