 	il	ladro	poteva	entrare	da	qui	</S>
o	2.35723235e-06	0.468795954	0.030876900291	0.000373067055	0.0001849987115	0.00268097469135	0.497085782541
l	0.000254299565883	0.566530231333	0.104705396764	0.153521739185	0.0080750307115	0.00121363502468	0.165699726557
à	0.000351794806961	0.460109090444	0.255553318921	0.217073414728	0.0109393475138	0.00073520362756	0.0552378681704
d	0.000152213243987	0.356712470148	0.324853272974	0.283997329909	0.0149198237813	0.000951249595187	0.0184135956752
r	0.001240849638	0.301160780049	0.379738917658	0.29458145247	0.0160708661404	0.00104677140173	0.0061603342314
o	0.001586144414	0.350691296683	0.421521015886	0.21261799999	0.0102341865935	0.00123119143724	0.0021181635638
ì	0.000531819350135	0.222159107894	0.364562148629	0.402221039997	0.00850237773117	0.00127420954475	0.000749245582033
s	0.000867480260847	0.106701538298	0.30504089621	0.393994933332	0.119139581777	0.0734089460472	0.000846557958111
o	0.00106638732028	0.084851662766	0.31826340207	0.215083211111	0.263996700592	0.114450394349	0.00228820748604
z	0.000551899760093	0.0705301132553	0.341124164023	0.164643177037	0.302610500197	0.116824207116	0.00371594629535
e	0.000305485700031	0.0444430919184	0.254162111341	0.158647242346	0.403574453399	0.131593732372	0.00727391923178
è	0.000113931989285	0.0182083014061	0.158309878447	0.407022670782	0.333892423466	0.0755075999573	0.00694523203059
m	0.00064926619237	0.0334535507354	0.141542677482	0.474314223594	0.210585283489	0.135933702486	0.00352131036353
b	0.0139139231975	0.0760982449118	0.268797252494	0.197039934531	0.216317281163	0.222673987495	0.00515937385451
i	0.0177248352262	0.0636663027206	0.251445030498	0.167700338177	0.212112197054	0.212647282498	0.0747040286182
a	0.00590893320217	0.0214902506235	0.0970656558327	0.437114346059	0.182043039018	0.151397204833	0.104980590539
p	0.00197549149983	0.00953860250783	0.0769460146109	0.49983514202	0.156541253006	0.204001398944	0.0511621358463
ò	0.000664338079584	0.00537744363261	0.0595197434036	0.330000550673	0.155393454335	0.402997919648	0.0460466032821
t	0.000275106373502	0.0105601513409	0.0593246696679	0.264152440224	0.152529328112	0.471778683216	0.0413796417607
t	0.00736336469117	0.0261348467803	0.123903043223	0.156537884408	0.207976266037	0.456963347739	0.0211212529202
u	0.0096724703092	0.0225831736412	0.106881018175	0.0602293978027	0.159352531346	0.328849929246	0.312431465973
</S>	0.00483625327281	0.0112924808923	0.053460654739	0.0352145169014	0.087303804673	0.199627069623	0.608265182987
