 	era	molto	stanco	</S>
ì	0.000501165076	0.164727341112	0.3224641777	0.512307312
o	0.001224111592	0.219708680371	0.547188672567	0.231878518667
n	0.313511100631	0.140273873457	0.416059134856	0.130155889589
e	0.445572516877	0.121954981152	0.319615988952	0.112856539896
p	0.183072766959	0.189663347051	0.505903742984	0.121360184965
o	0.0872782253197	0.171535565684	0.505584394328	0.235601853322
d	0.0498028495566	0.188142855228	0.497486831443	0.264567467774
d	0.233716579302	0.195409293076	0.441370157148	0.129503955925
h	0.516939693101	0.108301327692	0.276088055716	0.098670916975
ì	0.39456594906	0.0724793878973	0.407703108572	0.125251557325
s	0.15119170238	0.148806339299	0.563624269524	0.136377692442
t	0.26232168546	0.185929936433	0.455360566508	0.096387800814
r	0.38631776182	0.130247097144	0.336066532169	0.147368593605
à	0.23537537804	0.085220124048	0.329255060723	0.350149437868
k	0.101721273446	0.104073428016	0.415199870241	0.379005419289
k	0.216408697815	0.160679386005	0.425356256747	0.197555619763
o	0.231376489885	0.106692328968	0.245888511916	0.416042623254
</S>	0.115688530862	0.053624504934	0.133013395458	0.697673526627
