 	non	mi	aspetti	non	vengo	</S>
m	0.036672332492	0.20874973114	0.18756938471	0.045978745285	0.0355636385	0.485466132
ì	0.132563077497	0.241202803713	0.37533312157	0.0626844484283	0.02391923358	0.164297247733
m	0.142524351332	0.140077517904	0.49843970719	0.133573396143	0.0267801786067	0.058604853311
e	0.0534349382773	0.086064753968	0.627855812397	0.179574662048	0.0279778344356	0.0250920270037
m	0.0257394070924	0.0947489959893	0.654566960799	0.154464130683	0.0546220897119	0.0158584462346
ì	0.0170514500308	0.0907722309964	0.6724097436	0.143711573561	0.0634965068273	0.0125585680115
n	0.00976854654693	0.0435072626655	0.657986224533	0.213922897854	0.0666659191991	0.0081492093705
i	0.00410939791898	0.0267508398885	0.550893128178	0.314355379285	0.070486387733	0.0334048885568
e	0.00336953257299	0.0591549856295	0.616902162726	0.247840541428	0.0286231425777	0.0441096188523
n	0.00256914310433	0.0744458808765	0.511656320909	0.155802152143	0.226902199526	0.0286242939508
è	0.00111978911644	0.0338642812922	0.45401548697	0.188731500714	0.297881605175	0.0243873013169
r	0.000888979473813	0.0597799624307	0.50906257899	0.229036816905	0.185061980392	0.0161696407723
k	0.0037010600246	0.0746565711436	0.42173058633	0.319396575635	0.172110526797	0.00840471313743
o	0.0041490448302	0.0314501970045	0.267938755777	0.285402992212	0.113057572266	0.298001500259
m	0.0047762527654	0.0261391852915	0.295547155592	0.172244884404	0.105205967422	0.39608658942
e	0.00498520539647	0.0243708836072	0.304990525531	0.133921509801	0.123511695807	0.40822019914
</S>	0.00250383791024	0.0122686395686	0.160578793265	0.0797685974005	0.129288897904	0.61559126957
