 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.39413356438	0.104574181189	0.00043272649	0.00096192495	0.0056171614355	0.0003088762425	0.00010021183445	0.00099090899	0.001983050285	0.00667471428968	0.00237805553335	0.114650148033	0.367194507509
ù	0.64493563146	0.18628428373	0.0003340010228	0.00163337101667	0.00187904194636	0.000105343861058	3.46160959767e-05	0.000450019949	0.000710324474433	0.00222513095062	0.00079327951669	0.0382167824685	0.122398193498
r	0.466587147887	0.149178026577	0.0006821939204	0.0599100365722	0.000698993219651	0.000242747438911	0.000119934613519	0.209094921509	0.0476195883476	0.000788367277819	0.0108275286889	0.0129988694248	0.0412516368881
u	0.213157490029	0.304449907526	0.000987964240133	0.105228388857	0.00030927025755	0.000328343856304	0.00016987350284	0.278788384953	0.0632984168725	0.000309788844706	0.0141760482106	0.00459308938858	0.0142030353849
k	0.131734306343	0.368837703509	0.0236400921134	0.139693126286	0.00988985054352	0.00826566689543	0.00243504973928	0.206953439434	0.0663070430475	0.005688449067	0.0271868920512	0.00413610720984	0.00523230651718
a	0.100222458448	0.391316515503	0.0317638410378	0.153939618762	0.0131067892298	0.0109704207485	0.00323033225643	0.182933192778	0.0672878709825	0.00748173942143	0.0315216933771	0.00398367023875	0.00224189343212
s	0.0877510859493	0.394845141834	0.0265396470126	0.231700926254	0.0161612037919	0.0084554176995	0.00228580756214	0.144264687226	0.0620221736275	0.00429886487291	0.0177824284858	0.00264352724838	0.0012491093371
ì	0.168922545116	0.311245177278	0.0241565633709	0.256893218751	0.0171558101163	0.0075525827465	0.00203398460738	0.132221440742	0.0602564288618	0.003237651261	0.0132096303269	0.00219684662425	0.000918123432735
t	0.198047975039	0.289741268426	0.026134351157	0.166520392917	0.0230554672244	0.0140932487622	0.00558160748913	0.148423871914	0.0522679359399	0.0338799417237	0.031390143274	0.0102067167495	0.000657092797947
a	0.096375730013	0.316143025475	0.0292949653857	0.209139404306	0.0253959241748	0.0170395008541	0.00713402742971	0.154186638638	0.0502678977133	0.0441067701762	0.0374672892247	0.0128777621818	0.000571096947982
m	0.0669586223377	0.333918113492	0.0329567734619	0.234105571435	0.0423966564916	0.0177036805514	0.0061128339099	0.119240380879	0.0508562496378	0.0416338129937	0.0387624095416	0.0136466649926	0.00170826223133
i	0.0536381314459	0.326919376164	0.0331083248206	0.257305650478	0.0481253842639	0.0180239267838	0.00562730953663	0.108247126126	0.0529721822126	0.0408307012946	0.0392065257205	0.0139053756969	0.00209001437578
a	0.0523694971486	0.328317862055	0.0128100936169	0.245157986826	0.016505457788	0.00737811732793	0.00271769511221	0.268108541209	0.0329005797375	0.0137328277615	0.0145951467802	0.0046833441483	0.00072285676726
f	0.0327346515495	0.156636668685	0.029494011549	0.169486432275	0.0383611068627	0.0201452632426	0.0062020632374	0.402817480403	0.0635803999125	0.0246326186205	0.0424578979267	0.0125412129328	0.000910186565753
o	0.0229485523498	0.156113054228	0.0393896405163	0.325345674092	0.0466107560209	0.0246656686142	0.00754415581247	0.219983714468	0.0627979153042	0.0282060453802	0.0503219638889	0.0151209285893	0.000951917448251
r	0.0181677685499	0.154766624743	0.0264240728388	0.402156331364	0.040607572407	0.0153004804047	0.00550786467082	0.149385815823	0.0710401871014	0.0234730806334	0.058799022543	0.0327721414748	0.00159900757575
à	0.01449649695	0.108963944914	0.0185059802796	0.445498667121	0.0380019104023	0.0120407863016	0.00735261789027	0.154940518608	0.0743307907005	0.0219142665145	0.0633786578477	0.0387535071249	0.00182185323958
s	0.01222246965	0.0865618973047	0.0124992360932	0.414195042374	0.0209823214008	0.0102024006005	0.0110351142968	0.213222069536	0.0469242562335	0.0275629108082	0.101587402949	0.041861250675	0.00114365079419
o	0.00797962321667	0.0595729864349	0.0124258335311	0.332122944125	0.0208399054669	0.0113249742002	0.0103832886656	0.224677035179	0.131258223078	0.0297321109361	0.11501800965	0.0434260359583	0.00123903496473
l	0.00702525340556	0.0554924438116	0.0100434313437	0.330680581375	0.0254407218223	0.00941362440007	0.00685905412187	0.151392190393	0.182654691026	0.0260690419787	0.112883911883	0.0789041443861	0.00314089542158
a	0.00557155546852	0.0451954392705	0.00772440791457	0.294949783792	0.0250009702741	0.00804613913336	0.00512755080729	0.127098898464	0.248001807009	0.0249222941262	0.112499864294	0.091838950462	0.00402236647386
m	0.0166581354895	0.0757857144235	0.00843590877152	0.286601684597	0.0422286630914	0.00824246971112	0.00418277670243	0.0880363198213	0.26491133567	0.0503312495087	0.0672541084313	0.0835525058207	0.00377918315795
è	0.0196804046632	0.0743450654745	0.00749940682384	0.196291771532	0.0451593885305	0.00741516937037	0.00541508473414	0.24306064194	0.17688285189	0.0588344566362	0.0638022384771	0.0974990272736	0.00411451261932
n	0.0075293929865	0.0291375377188	0.00270343177461	0.113700224611	0.0162365151202	0.00339758909012	0.00454270884471	0.283150103313	0.115016890297	0.0207247701454	0.208742981826	0.191965864425	0.00315202230644
