 	questo	muro	vuole	uno	specchio	</S>
c	0.08627665621	0.298730270645	0.10380649563	0.01136515065	0.005131988815	0.494689407669
ì	0.31740045207	0.391954383548	0.111148398877	0.0128336211167	0.00176630051569	0.164896823703
t	0.40290501069	0.313710477849	0.112796949959	0.0919340322722	0.0235218868726	0.0551315999354
t	0.307455733563	0.22882629595	0.14476986332	0.261412004091	0.0389375002909	0.0185985620585
o	0.223946089188	0.296519921983	0.18536609444	0.26667555803	0.0212182384703	0.0062740891405
t	0.103072829063	0.378509090661	0.221470634813	0.132925946343	0.161137709863	0.0028837927545
ì	0.071475913021	0.477241803554	0.183680474938	0.058049110781	0.207808596368	0.0017440897055
c	0.0530718506737	0.657651334518	0.160449128313	0.0535165585937	0.0746998442027	0.0006112665425
h	0.0246828290912	0.462692840506	0.118668524438	0.358143362865	0.0354617247342	0.0003507150075
o	0.0099393444304	0.312516275835	0.182557189813	0.476045077622	0.0184196696781	0.000522442975833
t	0.0077789476768	0.301348221945	0.214053556604	0.209434526207	0.265616756993	0.00176796099194
è	0.0103225172256	0.351187970648	0.196748262201	0.0902567807357	0.349142731898	0.00234169226398
l	0.0124824764085	0.417931143549	0.204546708734	0.0573861152452	0.305120833533	0.00253270485466
i	0.00920803950283	0.289474934516	0.337990824245	0.0474510664151	0.308631873511	0.00724329611822
è	0.0408197185343	0.170695379172	0.351962495082	0.302173456805	0.12611879817	0.00823021550607
n	0.0518697376114	0.086255819724	0.131644202027	0.376676237935	0.348454930723	0.00509911950202
a	0.0183737818371	0.0653037542413	0.199786210676	0.139431079978	0.527573636908	0.049531530034
n	0.0063423966997	0.0454505514138	0.217003477892	0.0545847045593	0.604048552303	0.0725702980113
j	0.00223549380723	0.0167750350713	0.0740453912307	0.0220107540864	0.850153274101	0.0347800274704
a	0.00100921427574	0.0154242556238	0.0983371746769	0.0146006650288	0.652817918034	0.21781073929
l	0.00625729641191	0.113586015875	0.236589281559	0.0112947553429	0.352928009345	0.27934465273
ì	0.00949095490397	0.146120960292	0.22182491852	0.00916490644763	0.260703763115	0.352694520543
</S>	0.00719979860199	0.087083222646	0.12922332626	0.00884022072382	0.203828671558	0.563824775271
