 	sono	stato	sempre	poveretti	</S>
ì	0.270413813749	0.155508967932	0.006245824235	0.0871441865	0.480687177815
m	0.275341281583	0.205980465977	0.0207475254117	0.3258665055	0.172064211148
e	0.170021234194	0.310195795326	0.0850830994706	0.3654166195	0.0692832508627
s	0.142949205731	0.369934528442	0.310844313157	0.152840060833	0.0234318840276
t	0.290643666244	0.201743891147	0.420046144386	0.079557460611	0.0080088205992
a	0.343062615415	0.235438888716	0.345268188129	0.0702364158703	0.00599385286307
m	0.141431091805	0.319430599572	0.432158749376	0.0997442006234	0.00723532508769
m	0.212981233935	0.185076031191	0.528504969792	0.0690637562078	0.00437399838523
è	0.226788621645	0.329863488397	0.390508439931	0.0473917180693	0.00544776668441
n	0.076691758115	0.438421196132	0.343335796644	0.133453429356	0.00809787412814
a	0.0262492234717	0.336301815377	0.318866905548	0.282985093119	0.0355969719427
p	0.00945619719057	0.324389631792	0.269327558516	0.349601647706	0.0472249759809
à	0.00340690233686	0.384892287264	0.277994919505	0.311202492569	0.0225034157936
n	0.00116055910895	0.323519369088	0.152954945168	0.508421380856	0.0139437553979
t	0.00459267359298	0.117675324696	0.315558770389	0.549527013619	0.0126461757993
a	0.00574191947166	0.0562742065653	0.36933654213	0.39688372454	0.171763560933
t	0.00308926019789	0.141396082188	0.26942435271	0.359425081513	0.226665219644
e	0.00220259139596	0.171873019396	0.255361400903	0.343752090504	0.226810892548
c	0.000787505068653	0.139525331799	0.145583100301	0.457395386835	0.256708664183
h	0.00253146739622	0.127107778933	0.177447456767	0.496562852278	0.196350431394
ù	0.00306694996667	0.066388321311	0.155404306256	0.557988474093	0.217151967131
d	0.00107468073349	0.233023477104	0.0740260080853	0.533083568031	0.158792320377
d	0.000532137994497	0.278565559035	0.0497511553618	0.387551932677	0.283599254792
h	0.00362534650483	0.100843638678	0.209526432454	0.360422497559	0.325582104931
i	0.00453395118504	0.039062303674	0.255593734405	0.268637753186	0.432172281644
</S>	0.00226697911766	0.019545209509	0.127813152583	0.164719277593	0.685655405822
