 	l	ho	sentito	quando	veniva	</S>
t	0.00235749555765	0.184316744276	0.00041830996	0.084021114815	0.2281530197	0.5007333556
o	0.00336760541922	0.500309048092	0.00160014053667	0.095099361605	0.2306243644	0.168999533757
n	0.00217546774641	0.738819482697	0.00393184907889	0.090233240535	0.108156870633	0.0566831382423
ì	0.00077666871147	0.823930994232	0.0036598161463	0.0855979001783	0.0668180238777	0.0192166577374
k	0.00049200603649	0.651295211411	0.0124244155021	0.0993357433928	0.219112166959	0.0173404894025
u	0.00264780498883	0.464151883804	0.110948501834	0.127495361131	0.277347859986	0.0174085640342
s	0.00409616256294	0.391371337935	0.328422793945	0.106844287044	0.160467350995	0.0087980404114
a	0.00348913802098	0.303517845978	0.374272931315	0.159570119015	0.148186200332	0.0109637589705
m	0.00736058437366	0.320486691993	0.330014123772	0.172924968005	0.155704133444	0.0135094876568
ò	0.00751275632455	0.270860467331	0.270320412591	0.218599484335	0.217969147815	0.0147377322189
t	0.00350176297485	0.254972572444	0.137493792197	0.270146241445	0.316794199272	0.017091447073
t	0.00368644749162	0.177159360015	0.400188880732	0.154806633574	0.252420530821	0.0117381498481
e	0.00278343668487	0.061018179005	0.464601413411	0.17228102095	0.24070197467	0.0586139794398
è	0.000929135296797	0.025717059135	0.154940242225	0.221707700317	0.52087922489	0.0758266204799
r	0.000632230703106	0.0288805627117	0.0884836053293	0.182834040106	0.663693908297	0.0354756268266
k	0.00137611039104	0.0261846275372	0.39811165511	0.126480447712	0.427404816366	0.0204423530995
a	0.00130170484708	0.00901102268973	0.464495407513	0.0637725635807	0.252927962389	0.20849135919
t	0.000868482599093	0.0190085801072	0.164486658647	0.10089856786	0.429017497463	0.285720232063
o	0.000724178499554	0.0223444325237	0.0645081558957	0.10794245662	0.465004759154	0.339476003021
</S>	0.000362443899562	0.0111935264938	0.0322954119678	0.07805222931	0.363830619577	0.51426572151
