 	io	voglio	che	Maria	venga	qui	</S>
e	0.487061237315	0.00900238199	0.000471680239	0.00349407799	0.00016616201	0.00489814977328	0.494906281248
v	0.607103345772	0.221304108663	0.000891312679667	0.00391432929667	0.000183277223333	0.00163482662094	0.164968766602
ò	0.340066839591	0.309801534888	0.000888793969889	0.291320791932	0.00238400852111	0.000548434649113	0.0549896036052
t	0.17629455753	0.259312816963	0.0569073042	0.395680140977	0.076589300507	0.0168319291442	0.0183839962154
è	0.13144753451	0.471553445654	0.0813677284	0.186354490659	0.100831059702	0.0222635870174	0.00618217911967
l	0.10512351017	0.432303311885	0.0658323564667	0.277247153553	0.0997368261007	0.0176143659751	0.00214248142443
o	0.07355692539	0.313018793962	0.232512355489	0.265988617184	0.0980306778002	0.0160930545134	0.000799551522143
n	0.0303024198633	0.278451967987	0.382937685163	0.107180681728	0.101216488367	0.0993356953595	0.000575049598048
a	0.0123669221211	0.256772425996	0.438170761721	0.061012286576	0.103830452722	0.12732025692	0.000526916852683
r	0.00989367114037	0.245004051999	0.39432812724	0.0603988815253	0.127969150841	0.160870480773	0.00153564716089
t	0.00868525551346	0.256838690666	0.35787630908	0.0496673713284	0.15192264028	0.173082894591	0.00192679629363
i	0.00415079213782	0.289874430222	0.396803269693	0.159510021263	0.0828936300933	0.0649913418637	0.00177645863788
e	0.00212727051261	0.153235480074	0.249793570764	0.478965497088	0.0829112500311	0.0312068826212	0.00176002486263
M	0.0342876738042	0.104340366691	0.105416102455	0.563615725696	0.130462843344	0.0604111102071	0.00146618787088
a	0.0533393252681	0.402009535564	0.0617490448183	0.308863409107	0.106188629448	0.0666008053037	0.00124926137502
r	0.0273860867894	0.649055645188	0.157594554273	0.102992314121	0.040013853816	0.0225330672026	0.000424476407064
ì	0.0119783429631	0.610999948396	0.245388274758	0.037579559917	0.0536553669387	0.0317382159342	0.00866030846635
a	0.013323260321	0.552710772799	0.198119311586	0.0279465053057	0.116553895646	0.0691779119781	0.0221683354888
e	0.013230187607	0.405872360933	0.172735433862	0.0410199611019	0.169900451882	0.137747723993	0.0594938518296
t	0.0105786470357	0.232994018978	0.168309781287	0.0351348083673	0.167681803961	0.319413107998	0.0658878342765
t	0.0117510173452	0.178362824993	0.198430410429	0.0156117213891	0.21991485132	0.348922459333	0.0270067436055
ù	0.00718667841773	0.134394683431	0.150161118643	0.0077546872297	0.199301573607	0.209145096444	0.292056203048
</S>	0.00360932566286	0.0690786043655	0.0760842620715	0.00477492986485	0.105905971553	0.170419713222	0.570127251524
