 	le	melanzane	vogliono	girate	</S>
e	1.00622288e-05	0.499861849753	0.001133287326	0.007297698965	0.491697097005
m	0.0270252080246	0.770477219918	0.029787101126	0.00774957229833	0.164960908872
a	0.0422615233415	0.854362459973	0.039366513242	0.00795646421611	0.056053030384
r	0.0217943764472	0.931541386658	0.0180491142807	0.00695195652204	0.0216631480213
a	0.0106540886824	0.961465512219	0.0109680689269	0.00664264822735	0.0102696901804
n	0.0060734427608	0.852150134073	0.0305998814756	0.0982571434625	0.0129193779001
g	0.23946186892	0.579418351358	0.0387263451585	0.128713513673	0.0136799168924
i	0.317020787707	0.620697777119	0.014564790243	0.0429345995867	0.0047820754898
à	0.106040394862	0.87295155904	0.00485717553493	0.014322825185	0.00182807021593
n	0.0358217549799	0.73884565968	0.113607225442	0.101790094541	0.00993528819131
e	0.0148916207933	0.681587213227	0.150769940047	0.135446335514	0.0173049373971
e	0.00744139163067	0.880975824409	0.0512998532257	0.0496905363313	0.0105924371224
t	0.00459316624312	0.652710756803	0.242052196052	0.0953225559371	0.0053213258308
è	0.00372467943437	0.573278434268	0.305745216451	0.111904263446	0.0053474023436
l	0.00255898166479	0.635447011423	0.23576528325	0.119932099282	0.00629661654787
u	0.0024536740216	0.468678603808	0.21509535775	0.195089219761	0.118683136349
n	0.00118397291967	0.299809188736	0.0765488995833	0.463473146587	0.15898481545
v	0.00956460658569	0.178738050379	0.192955953528	0.558462822196	0.0602785814833
o	0.0146129455286	0.179623356793	0.230258953076	0.290529457399	0.284975273494
t	0.00831928584287	0.175327138931	0.119203926259	0.338563082466	0.358586581565
i	0.00398209549762	0.143119608644	0.0824721424197	0.425417670822	0.345008507588
m	0.00206062944921	0.066269032548	0.0894050311399	0.501351800274	0.340913522863
m	0.0097282212164	0.0335862388493	0.381877813713	0.460147415091	0.114660297783
è	0.0115671993006	0.0169390135498	0.418318155788	0.235635716697	0.317539879089
n	0.00385841675335	0.0075062359166	0.141475322146	0.460681488899	0.38647854853
e	0.00128859776944	0.00417695193887	0.0491165973253	0.499938660966	0.445479238343
</S>	0.0006443980252	0.00322976871943	0.0246244250776	0.275790297483	0.695711149172
