 	ha	che	sono	usciti	</S>
è	0.0781470261385	0.0538728402865	0.0003630651	0.382570094	0.48504697162
n	0.0850267507128	0.0951779800955	0.0570354367667	0.594292884667	0.168466932953
a	0.0742737205709	0.343133706699	0.0954643555889	0.422836433556	0.0642917654843
g	0.0641377863236	0.4016870029	0.12819307853	0.382934129852	0.0230479724781
u	0.0600466099079	0.397863034967	0.140088027843	0.378812480951	0.023189834976
ì	0.059173551636	0.386984847656	0.068338390681	0.462158831317	0.023344421892
k	0.0246296138787	0.157755851885	0.168331636627	0.630395710439	0.018887240864
a	0.0133820915596	0.128082663962	0.352545485542	0.402647512146	0.103342280288
n	0.00591744791987	0.102796077987	0.511521575181	0.254436092715	0.125328809763
e	0.00242983673996	0.0432851259957	0.438859428394	0.202022737572	0.313402876254
</S>	0.00135249131998	0.0265335979979	0.258790319197	0.156334908786	0.556988708127
