 	qui	dentro	vuole	un	tappeto	</S>
e	0.312686933966	0.11047580007	0.0765777132785	0.000682111565	0.01032913938	0.489248334967
t	0.335921304655	0.352532010023	0.13877477776	0.003591149965	0.00596029818	0.163220472144
t	0.372100228218	0.428722320008	0.123567917587	0.016737257655	0.004328700394	0.0545435984011
ù	0.508421552739	0.382978313336	0.0710999261957	0.0178329584617	0.001470714272	0.0181965535915
m	0.321776050913	0.317427734445	0.0461773277319	0.301640318731	0.00637895669733	0.0065996002785
è	0.146558036971	0.372190958148	0.073911696244	0.396308320734	0.00822985049911	0.00280113956617
s	0.087268700657	0.391344849383	0.0952754364147	0.413074021401	0.011678144433	0.00135886569539
a	0.039801815219	0.291447629794	0.231231959805	0.4201318658	0.015162856311	0.00222386506513
t	0.021075015073	0.244826083931	0.261524522935	0.453952233933	0.016142157937	0.00247993135504
è	0.0117531523577	0.328661248644	0.161280040645	0.466096777544	0.029768019979	0.00244070478501
l	0.0101738542859	0.367168382881	0.138059528882	0.437591305415	0.0437491436597	0.00325776892834
i	0.00655970416197	0.256868047627	0.182129894961	0.429565422805	0.0922876305532	0.0325892993094
è	0.00320976738732	0.256525689209	0.304616571654	0.147465130702	0.245559786851	0.0426230426698
n	0.00190769879577	0.142892481403	0.227977277885	0.317554665667	0.291266855617	0.0184010337899
a	0.00113950368526	0.0753224821343	0.0993886199617	0.380493846556	0.364503488539	0.07915207293
t	0.00141586118175	0.0605489790448	0.0589277379872	0.324806753519	0.448508279513	0.10579239431
a	0.00146660251725	0.0385955756816	0.0312199006624	0.304111468506	0.528296436504	0.0963100481033
p	0.00058860895575	0.0251134988939	0.0206127445541	0.121628691169	0.742132622168	0.0899238550344
p	0.00046319049525	0.0148392599646	0.0132746847514	0.361681914723	0.569690347389	0.0400506020115
è	0.00034596963865	0.00615204722153	0.00627313548713	0.425897467499	0.46554548913	0.0957859153372
t	0.00183179460312	0.0314448853072	0.014863584499	0.225159181757	0.592363963043	0.134336611779
o	0.00232534933951	0.0396752930757	0.0176672852097	0.158318383552	0.474289421014	0.30772424726
</S>	0.00116322537745	0.0199819384979	0.00897923666985	0.079295831226	0.378431210507	0.51214852363
