 	lo	posso	finire	di	fare	</S>
a20	0.8600848	0.0022960969	0.003744204	0.00026995802	0.13111949	0.0024855782
a31	0.26248854	0.00014310138	1.4139542e-05	0.6916336	0.04451936	0.0012013208
a46	0.9686951	3.3445293e-05	4.275134e-06	0.002775526	0.027316792	0.0011748865
a31	0.9693597	7.998593e-05	2.927134e-06	0.028147768	0.0017065033	0.00070317014
a41	0.97266656	0.00011036301	1.0073113e-06	0.02651095	0.00065391255	5.7198926e-05
a18	0.9771423	0.00030702708	1.3802792e-05	0.017149968	0.005322214	6.4822416e-05
a7	0.92328423	0.0013225032	8.144163e-05	0.020091323	0.05449157	0.0007288704
a41	0.6994476	0.010524879	0.0012852931	0.052726325	0.23252611	0.0034898294
a31	0.3574653	0.03425363	0.008870397	0.12054922	0.47094467	0.007916756
a0	0.15905663	0.07234713	0.05907422	0.09507705	0.3133544	0.3010906
a31	0.13328165	0.08655632	0.060703896	0.11651928	0.33161727	0.2713216
a39	0.08583727	0.06804434	0.06457025	0.078396544	0.17008692	0.53306466
a46	0.084322244	0.07420006	0.06717831	0.08964659	0.20377868	0.4808741
</S>	0.121944085	0.09818968	0.08137473	0.12166396	0.28284797	0.29397961
